day month year Tmin Tmax pr eto
23 4 2004 1.4281860351562727 11.944146728515648 16.11 1.44
24 4 2004 1.6078430175781477 13.693414306640648 9.17 1.92
25 4 2004 0.06774291992189774 15.203698730468773 0.0 3.26
26 4 2004 2.8778930664062727 18.894372558593716 0.0 4.37
27 4 2004 3.3080993652343977 28.084161376953148 0.0 6.69
28 4 2004 7.928399658203148 29.623986816406273 0.0 8.36
29 4 2004 2.8881774902343977 17.593530273437523 0.0 3.42
30 4 2004 -0.5112365722656023 7.292596435546898 4.66 1.3
1 5 2004 1.1490112304687727 14.643182373046898 0.0 3.15
2 5 2004 4.828759765625023 16.503320312500023 0.0 4.37
3 5 2004 -0.16110839843747726 25.493524169921898 0.0 5.92
4 5 2004 9.918145751953148 24.692803955078148 0.0 5.38
5 5 2004 9.108056640625023 33.25310668945315 0.0 7.92
6 5 2004 13.369042968750023 34.56258544921877 0.0 7.61
7 5 2004 10.528009033203148 31.332604980468773 0.0 6.25
8 5 2004 11.688226318359398 32.4129577636719 0.0 6.74
9 5 2004 12.388482666015648 30.122918701171898 0.79 6.61
10 5 2004 11.708825683593716 28.893487548828148 0.9 6.04
11 5 2004 13.208856201171898 29.063500976562523 1.02 7.21
12 5 2004 8.198419189453148 22.023339843750023 4.68 4.6
13 5 2004 0.39840087890627274 8.923608398437523 0.32 1.93
14 5 2004 -3.7115539550781023 16.083245849609398 0.0 3.79
15 5 2004 2.8481384277343977 23.682672119140648 1.27 5.38
16 5 2004 8.888360595703148 28.123559570312523 4.14 6.57
17 5 2004 10.608117675781273 26.433435058593716 0.0 4.65
18 5 2004 10.168725585937523 25.202813720703148 0.0 4.51
19 5 2004 12.528070068359398 32.4536071777344 0.8 6.3
20 5 2004 12.958276367187523 30.843560791015648 3.15 6.7
21 5 2004 16.019036865234398 33.21367797851565 0.0 8.58
22 5 2004 14.668878173828148 31.173699951171898 0.72 7.22
23 5 2004 10.219079589843716 28.583062744140648 0.0 6.91
24 5 2004 10.038293457031273 29.223626708984398 4.77 6.9
25 5 2004 8.508508300781273 20.853051757812523 0.0 4.7
26 5 2004 5.058740234375023 30.042840576171898 0.0 6.24
27 5 2004 12.179101562500023 29.303704833984398 0.0 6.57
28 5 2004 13.888513183593716 34.26323852539065 0.0 9.73
29 5 2004 15.948083496093716 32.6827331542969 0.0 9.51
30 5 2004 9.288842773437523 20.913415527343716 0.0 6.71
31 5 2004 6.683496093750023 24.551141357421898 0.0 7.37
1 6 2004 9.913568115234398 26.940972900390648 0.0 7.08
2 6 2004 12.753472900390648 26.150109863281273 0.0 6.87
3 6 2004 9.433007812500023 28.041040039062523 2.28 7.32
4 6 2004 11.993737792968773 31.220513916015648 8.16 7.76
5 6 2004 14.253533935546898 30.650140380859398 0.0 6.63
6 6 2004 17.032769775390648 34.14129028320315 0.0 8.55
7 6 2004 17.422967529296898 35.86098632812502 0.0 10.71
8 6 2004 18.112908935546898 33.9207702636719 1.85 9.34
9 6 2004 15.473229980468773 31.380639648437523 2.23 7.18
10 6 2004 15.053308105468773 32.31072387695315 0.44 7.88
11 6 2004 14.002954101562523 29.590722656250023 0.0 7.86
12 6 2004 14.833642578125023 32.10128173828127 0.0 7.67
13 6 2004 16.413781738281273 32.4412780761719 0.0 7.35
14 6 2004 17.973321533203148 33.68056640625002 16.57 7.89
15 6 2004 18.823449707031273 32.94020996093752 19.42 7.5
16 6 2004 17.323419189453148 27.240319824218773 2.44 5.33
17 6 2004 10.453637695312523 23.800927734375023 7.63 4.8
18 6 2004 8.673272705078148 18.220544433593716 2.36 2.83
19 6 2004 5.932916259765648 18.070245361328148 2.77 2.77
20 6 2004 10.133264160156273 25.950555419921898 5.86 4.92
21 6 2004 8.533654785156273 23.990625000000023 2.77 4.28
22 6 2004 7.702966308593716 23.420281982421898 0.0 5.4
23 6 2004 11.303765869140648 28.770318603515648 0.0 6.78
24 6 2004 11.673364257812523 28.631097412109398 0.0 6.6
25 6 2004 7.932977294921898 22.091088867187523 0.0 4.89
26 6 2004 11.163049316406273 24.960137939453148 1.09 5.32
27 6 2004 9.783135986328148 24.670648193359398 0.0 4.82
28 6 2004 15.732965087890648 25.440545654296898 0.0 5.57
29 6 2004 13.993798828125023 27.091271972656273 0.0 6.18
30 6 2004 13.325585937500023 27.038293457031273 3.25 5.29
1 7 2004 13.105889892578148 19.437646484375023 42.14 1.84
2 7 2004 12.295800781250023 29.228570556640648 0.0 5.23
3 7 2004 16.475549316406273 32.92788085937502 2.82 6.75
4 7 2004 18.116326904296898 31.878320312500023 20.34 6.42
5 7 2004 16.015588378906273 31.448388671875023 7.9 6.16
6 7 2004 14.705468750000023 25.487359619140648 0.0 5.88
7 7 2004 13.656243896484398 33.2481628417969 0.0 7.24
8 7 2004 16.956109619140648 34.8779235839844 0.0 7.46
9 7 2004 18.876092529296898 31.987969970703148 0.68 6.43
10 7 2004 18.916131591796898 33.14840087890627 4.5 7.19
11 7 2004 18.965325927734398 35.40764770507815 4.71 7.42
12 7 2004 19.165582275390648 36.53850708007815 0.0 8.09
13 7 2004 19.215905761718773 36.19851074218752 0.0 8.26
14 7 2004 18.426416015625023 34.66851196289065 0.0 7.19
15 7 2004 20.205651855468773 36.45842895507815 6.09 7.06
16 7 2004 21.315515136718773 29.817407226562523 7.87 6.17
17 7 2004 16.006433105468773 29.807550048828148 1.95 5.47
18 7 2004 16.855432128906273 32.8983093261719 0.0 6.78
19 7 2004 17.965295410156273 35.43843994140627 0.0 7.76
20 7 2004 19.336053466796898 36.80828247070315 0.0 8.11
21 7 2004 21.285760498046898 33.66823730468752 4.37 5.87
22 7 2004 19.195306396484398 31.517388916015648 9.91 6.54
23 7 2004 11.525750732421898 21.647607421875023 15.8 1.69
24 7 2004 10.795739746093716 16.248315429687523 1.7 0.99
25 7 2004 9.785424804687523 21.188134765625023 0.0 3.81
26 7 2004 8.865472412109398 25.717736816406273 0.0 5.34
27 7 2004 11.856439208984398 28.648339843750023 0.0 6.15
28 7 2004 13.645959472656273 27.648065185546898 4.44 4.09
29 7 2004 14.675744628906273 28.298486328125023 0.0 5.53
30 7 2004 14.736383056640648 29.957849121093716 4.52 5.82
31 7 2004 15.751275634765648 34.9296813964844 0.0 7.52
1 8 2004 17.171228027343716 37.59914550781252 0.0 8.28
2 8 2004 18.941308593750023 36.80950317382815 0.0 9.15
3 8 2004 18.761682128906273 36.04946289062502 0.0 7.39
4 8 2004 16.742150878906273 32.32918701171877 0.0 6.28
5 8 2004 13.301538085937523 29.419519042968773 0.0 5.94
6 8 2004 13.702020263671898 20.699060058593716 3.67 2.33
7 8 2004 12.451409912109398 30.879266357421898 0.48 5.59
8 8 2004 16.331384277343716 31.479211425781273 0.0 5.45
9 8 2004 16.111688232421898 30.329858398437523 8.45 5.65
10 8 2004 15.202050781250023 26.139031982421898 5.22 5.37
11 8 2004 10.371240234375023 23.299554443359398 0.0 4.11
12 8 2004 10.721368408203148 24.969964599609398 0.0 5.35
13 8 2004 8.031365966796898 23.389489746093716 0.0 4.71
14 8 2004 10.271722412109398 23.739343261718773 0.0 4.15
15 8 2004 11.071496582031273 27.600030517578148 0.0 5.56
16 8 2004 14.592218017578148 30.279351806640648 4.2 5.29
17 8 2004 16.991601562500023 31.829064941406273 0.0 6.24
18 8 2004 15.322198486328148 31.068994140625023 2.1 6.19
19 8 2004 11.921655273437523 20.989801025390648 2.11 2.73
20 8 2004 9.871240234375023 26.150109863281273 0.0 4.54
21 8 2004 11.561212158203148 28.259088134765648 0.0 5.84
22 8 2004 13.531518554687523 31.420068359375023 0.0 5.53
23 8 2004 15.822229003906273 33.49947509765627 0.0 6.31
24 8 2004 16.071649169921898 32.15920410156252 0.0 6.11
25 8 2004 17.101434326171898 32.54970703125002 3.26 6.71
26 8 2004 15.351953125000023 31.209405517578148 0.0 6.0
27 8 2004 11.441094970703148 25.619165039062523 0.0 6.11
28 8 2004 6.721246337890648 24.188958740234398 0.0 4.3
29 8 2004 9.961633300781273 29.499566650390648 0.64 5.54
30 8 2004 14.282128906250023 31.859857177734398 0.0 6.32
31 8 2004 13.737481689453148 31.602380371093716 0.0 6.6
1 9 2004 12.758050537109398 30.762261962890648 0.0 6.63
2 9 2004 13.458306884765648 30.621820068359398 0.0 7.4
3 9 2004 13.937738037109398 30.672326660156273 0.0 7.65
4 9 2004 14.758111572265648 32.43145141601565 0.0 7.26
5 9 2004 13.798120117187523 28.491906738281273 4.02 6.11
6 9 2004 9.998254394531273 26.891687011718773 0.0 5.13
7 9 2004 10.338067626953148 28.511621093750023 0.0 7.16
8 9 2004 10.907891845703148 29.011743164062523 0.0 7.32
9 9 2004 10.568048095703148 31.952233886718773 0.0 8.22
10 9 2004 12.228295898437523 31.491510009765648 0.0 8.16
11 9 2004 11.258020019531273 32.8317810058594 0.0 5.41
12 9 2004 14.028100585937523 35.30169067382815 0.0 8.81
13 9 2004 17.357751464843716 35.80184326171877 0.0 9.05
14 9 2004 14.477777099609398 31.741601562500023 9.49 5.63
15 9 2004 13.618493652343716 24.851708984375023 0.9 5.04
16 9 2004 9.158410644531273 27.411553955078148 0.0 5.81
17 9 2004 13.207727050781273 33.7322937011719 0.0 5.34
18 9 2004 15.897729492187523 35.42241821289065 0.0 9.06
19 9 2004 17.218133544921898 30.072412109375023 0.41 7.17
20 9 2004 18.728479003906273 30.162316894531273 0.94 7.34
21 9 2004 12.078393554687523 25.662286376953148 3.56 3.71
22 9 2004 8.548547363281273 15.062036132812523 41.72 0.89
23 9 2004 5.588494873046898 22.362115478515648 1.09 3.94
24 9 2004 8.477593994140648 25.191705322265648 0.5 3.79
25 9 2004 11.038323974609398 24.882501220703148 0.0 4.11
26 9 2004 10.378106689453148 24.091638183593716 0.0 4.19
27 9 2004 11.777490234375023 25.191705322265648 8.4 3.45
28 9 2004 8.587457275390648 20.431756591796898 0.0 2.68
29 9 2004 8.747644042968773 23.192376708984398 0.0 3.66
30 9 2004 9.451318359375023 24.009118652343716 2.0 4.0
1 10 2004 4.801293945312523 16.859338378906273 0.0 2.79
2 10 2004 1.4819580078125227 18.829095458984398 0.0 3.83
3 10 2004 6.571374511718773 25.550195312500023 0.0 3.92
4 10 2004 7.301354980468773 19.610101318359398 0.0 3.67
5 10 2004 5.821923828125023 21.810235595703148 0.0 3.83
6 10 2004 8.741906738281273 19.079156494140648 13.13 2.28
7 10 2004 8.522241210937523 23.510217285156273 0.0 2.9
8 10 2004 9.822045898437523 21.990075683593716 0.0 3.84
9 10 2004 6.881433105468773 21.130242919921898 0.0 3.25
10 10 2004 7.431817626953148 20.110223388671898 0.0 2.77
11 10 2004 7.362023925781273 13.400231933593716 8.02 1.07
12 10 2004 5.752130126953148 19.409295654296898 0.0 2.45
13 10 2004 3.4717346191406477 12.679589843750023 3.14 2.39
14 10 2004 -0.8087219238281023 11.739648437500023 0.4 1.54
15 10 2004 3.2417541503906477 12.059960937500023 1.58 1.34
16 10 2004 3.0117736816406477 15.010278320312523 0.0 2.47
17 10 2004 1.1513000488281477 19.479516601562523 0.0 2.45
18 10 2004 5.081628417968773 20.179223632812523 0.0 2.09
19 10 2004 6.712091064453148 19.129663085937523 0.0 2.28
20 10 2004 4.961480712890648 20.399743652343716 0.0 3.01
21 10 2004 5.221215820312523 24.929315185546898 0.0 4.2
22 10 2004 9.752252197265648 23.049493408203148 0.0 5.48
23 10 2004 3.6811157226562727 19.119805908203148 0.0 3.68
24 10 2004 3.1021667480468977 20.589440917968773 0.0 3.65
25 10 2004 1.3217712402343977 15.450067138671898 0.0 2.1
26 10 2004 4.701745605468773 19.799798583984398 0.0 1.99
27 10 2004 7.172082519531273 22.639276123046898 0.0 2.32
28 10 2004 12.261468505859398 25.810113525390648 0.0 4.44
29 10 2004 6.071343994140648 18.319085693359398 0.0 4.05
30 10 2004 1.9613891601562727 16.699182128906273 0.0 3.06
31 10 2004 0.7130676269531477 14.643182373046898 0.0 1.93
1 11 2004 0.44304809570314774 7.372674560546898 0.0 1.49
2 11 2004 -3.7069763183593523 8.462884521484398 0.0 1.92
3 11 2004 -6.137243652343727 10.542291259765648 0.0 1.88
4 11 2004 -0.7274841308593523 11.153283691406273 0.0 2.4
5 11 2004 -1.3476318359374773 21.193048095703148 0.0 3.57
6 11 2004 5.012963867187523 23.752893066406273 0.0 4.56
7 11 2004 3.5724121093750227 18.533441162109398 0.0 3.14
8 11 2004 1.4533630371093977 18.272271728515648 0.0 3.03
9 11 2004 4.312707519531273 18.903009033203148 0.0 2.67
10 11 2004 0.6329589843750227 10.542291259765648 14.5 0.62
11 11 2004 -4.337438964843727 4.963128662109398 0.0 1.72
12 11 2004 -5.426702880859352 5.762597656250023 0.0 1.26
13 11 2004 -5.506811523437477 5.932611083984398 0.98 1.17
14 11 2004 -1.6565612792968523 8.763452148437523 1.29 1.28
15 11 2004 -1.3773864746093523 11.993432617187523 0.0 1.31
16 11 2004 1.7931762695312727 15.843041992187523 0.0 1.53
17 11 2004 6.352838134765648 13.422387695312523 11.4 0.53
18 11 2004 3.1227355957031477 11.333154296875023 12.53 0.49
19 11 2004 -0.37735595703122726 12.122766113281273 0.0 1.1
20 11 2004 -2.5170043945312273 5.733056640625023 0.0 1.13
21 11 2004 -3.0570739746093523 3.8224121093750227 0.0 0.65
22 11 2004 -3.7172912597656023 11.483422851562523 0.0 1.19
23 11 2004 -3.2069763183593523 4.953271484375023 0.0 1.06
24 11 2004 -5.426702880859352 5.713342285156273 0.0 1.17
25 11 2004 -2.3465332031249773 14.442376708984398 0.0 2.15
26 11 2004 0.5734802246093977 11.022698974609398 1.81 1.61
27 11 2004 -3.6074279785156023 5.502679443359398 0.46 1.5
28 11 2004 -6.567480468749977 0.9225708007812727 3.49 0.75
29 11 2004 -9.426824951171852 -3.3877319335937273 0.91 0.25
30 11 2004 -12.796514892578102 2.8184448242187727 0.0 1.12
1 12 2004 -8.937109374999977 6.058251953125023 0.0 1.29
2 12 2004 -8.816961669921852 5.858697509765648 0.0 1.42
3 12 2004 -9.287237548828102 7.097955322265648 0.0 1.36
4 12 2004 -5.597204589843727 11.857904052734398 0.0 1.68
5 12 2004 -5.966772460937477 5.428765869140648 0.43 0.61
6 12 2004 -5.067419433593727 9.567864990234398 0.0 1.25
7 12 2004 -5.736791992187477 10.947564697265648 0.0 1.83
8 12 2004 -4.137182617187477 12.328485107421898 0.0 1.61
9 12 2004 -1.9872497558593523 13.618280029296898 0.0 2.26
10 12 2004 -3.7470153808593523 10.708581542968773 0.0 2.29
11 12 2004 -3.3168090820312273 17.057641601562523 0.0 2.35
12 12 2004 -1.3567871093749773 11.308496093750023 0.0 2.53
13 12 2004 -7.857000732421852 4.618188476562523 0.0 1.74
14 12 2004 -9.576727294921852 6.668023681640648 0.0 1.79
15 12 2004 -7.637304687499977 10.927850341796898 0.0 1.66
16 12 2004 -3.0673583984374773 10.947564697265648 0.0 1.86
17 12 2004 -5.166967773437477 12.207757568359398 0.0 1.75
18 12 2004 -4.196691894531227 10.388299560546898 0.0 1.95
19 12 2004 -8.616735839843727 6.108758544921898 0.0 1.15
20 12 2004 -3.5765441894531023 16.508233642578148 0.0 3.2
21 12 2004 -5.747076416015602 4.387841796875023 0.0 0.93
22 12 2004 -10.076727294921852 0.5887390136718977 0.0 0.69
23 12 2004 -18.066687011718727 -4.182318115234352 0.83 0.51
24 12 2004 -18.97746887207029 -0.022253417968727263 0.0 0.96
25 12 2004 -8.656774902343727 6.328027343750023 0.0 1.04
26 12 2004 -6.346655273437477 5.907983398437523 0.0 0.96
27 12 2004 -7.527471923828102 7.478601074218773 0.0 0.66
28 12 2004 -4.116613769531227 11.508081054687523 0.0 1.01
29 12 2004 -3.1772216796874773 13.678613281250023 0.0 1.98
30 12 2004 2.7428833007812727 17.807855224609398 0.0 3.4
31 12 2004 2.1947875976562727 10.632196044921898 0.0 2.28
1 1 2005 -1.9359802246093523 14.601495361328148 0.0 1.53
2 1 2005 -6.114965820312477 5.641870117187523 2.04 0.77
3 1 2005 -8.005651855468727 0.9916015625000227 0.0 0.37
4 1 2005 -13.545538330078102 -3.7883666992187273 9.22 0.27
5 1 2005 -16.065679931640602 -10.577856445312477 1.33 0.37
6 1 2005 -19.355566406249977 -3.8884033203124773 0.0 0.4
7 1 2005 -13.195471191406284 -0.06815185546872726 0.0 0.63
8 1 2005 -11.935400390624977 1.6820312500000227 0.0 0.55
9 1 2005 -2.1353515624999773 9.562158203125023 0.0 1.68
10 1 2005 -8.775366210937477 1.0212341308593977 0.0 0.63
11 1 2005 -10.545477294921852 1.4214111328125227 0.0 0.71
12 1 2005 -9.155584716796852 1.7524353027343977 0.0 0.89
13 1 2005 -11.715155029296852 3.8620239257812727 0.0 1.13
14 1 2005 -19.76592102050779 -5.868322753906284 0.0 0.75
15 1 2005 -20.295690917968727 -11.937719726562477 0.0 0.3
16 1 2005 -19.76592102050779 -7.867987060546852 0.0 0.36
17 1 2005 -16.515478515624977 -3.2177185058593523 0.0 0.5
18 1 2005 -11.835699462890602 4.231347656250023 0.0 0.82
19 1 2005 -0.6260437011718523 14.181542968750023 0.0 2.08
20 1 2005 0.7545715332031477 17.721429443359398 0.0 2.7
21 1 2005 -0.8660034179687273 17.181665039062523 0.0 3.27
22 1 2005 -8.545843505859352 6.391595458984398 0.0 2.01
23 1 2005 -10.325231933593727 8.102227783203148 0.0 1.92
24 1 2005 0.6549011230468977 18.531671142578148 0.0 2.64
25 1 2005 2.8550964355468977 16.431939697265648 0.0 3.01
26 1 2005 -0.3849243164062841 9.431237792968773 0.0 1.58
27 1 2005 -4.875738525390602 2.3218322753906477 0.5 0.81
28 1 2005 -5.044989013671852 2.2823120117187727 1.77 0.66
29 1 2005 -2.6651062011718523 7.772454833984398 0.0 1.15
30 1 2005 -5.425207519531227 3.8212829589843977 0.36 0.7
31 1 2005 -6.073217773437477 6.915277099609398 0.0 0.83
1 2 2005 -4.522192382812477 5.404718017578148 0.0 0.85
2 2 2005 -6.962347412109352 8.334436035156273 0.0 1.29
3 2 2005 -5.462316894531227 12.074395751953148 0.0 1.96
4 2 2005 -4.942968749999977 13.384881591796898 0.0 2.46
5 2 2005 -4.112982177734352 14.515039062500023 0.0 2.87
6 2 2005 -5.213079833984352 7.684747314453148 10.18 1.22
7 2 2005 -8.682623291015602 0.15416870117189774 0.0 0.73
8 2 2005 -10.482885742187477 -2.0455993652343523 3.04 0.45
9 2 2005 -10.962805175781227 5.024285888671898 0.0 1.17
10 2 2005 -7.532690429687477 8.724725341796898 0.0 1.73
11 2 2005 -5.042669677734352 11.724877929687523 0.0 2.18
12 2 2005 -1.7725280761718523 13.904870605468773 2.62 1.21
13 2 2005 2.9176879882812727 16.204675292968773 0.0 3.47
14 2 2005 -0.4127563476562841 18.624291992187523 0.0 3.09
15 2 2005 -4.822424316406284 8.524652099609398 0.0 1.48
16 2 2005 -6.793096923828102 1.1447387695312727 0.3 0.55
17 2 2005 -8.142431640624977 10.164910888671898 0.0 1.88
18 2 2005 -6.583288574218727 7.735406494140648 0.0 1.75
19 2 2005 -2.8123229980468523 13.384881591796898 0.0 1.72
20 2 2005 0.42766723632814774 16.475183105468773 0.0 2.51
21 2 2005 -2.5329650878906023 16.714776611328148 0.0 2.55
22 2 2005 -2.4228271484374773 7.855218505859398 0.0 1.6
23 2 2005 -4.352941894531227 4.745141601562523 0.0 1.1
24 2 2005 -6.402441406249977 9.154565429687523 0.0 1.9
25 2 2005 -5.083258056640602 14.095086669921898 0.0 2.67
26 2 2005 0.21669921875002274 13.145257568359398 0.0 2.7
27 2 2005 -2.8227600097656023 8.055291748046898 0.0 1.74
28 2 2005 -5.953833007812477 6.612664794921898 0.0 2.22
1 3 2005 -9.593786621093727 10.962792968750023 0.0 2.42
2 3 2005 -3.8544677734374773 14.923852539062523 0.0 2.46
3 3 2005 -0.28409423828122726 17.192773437500023 0.0 3.16
4 3 2005 -0.5936035156249773 19.033135986328148 0.0 3.65
5 3 2005 -0.8544067382812273 18.273522949218773 0.0 3.87
6 3 2005 0.7256103515625227 20.803063964843716 0.0 4.72
7 3 2005 -1.0839294433593523 11.393853759765648 0.0 3.3
8 3 2005 -3.0036071777343523 13.852990722656273 0.0 3.13
9 3 2005 -0.41391601562497726 12.822900390625023 0.0 2.7
10 3 2005 2.3160644531250227 13.793695068359398 0.0 4.48
11 3 2005 -2.3544372558593523 19.753198242187523 0.0 4.8
12 3 2005 2.8063903808593977 21.642968750000023 0.0 5.58
13 3 2005 -2.5144104003906023 7.212945556640648 0.64 1.92
14 3 2005 -6.524145507812477 5.503533935546898 0.0 1.64
15 3 2005 -5.054266357421852 9.092797851562523 0.0 2.38
16 3 2005 -8.194586181640602 12.253503417968773 0.0 3.51
17 3 2005 -5.884283447265602 17.633721923828148 0.0 4.22
18 3 2005 -3.9843200683593523 9.553521728515648 0.0 2.74
19 3 2005 -9.083715820312477 12.343682861328148 0.0 2.65
20 3 2005 -4.114141845703102 12.212731933593716 7.53 2.19
21 3 2005 -0.6341613769531023 7.862634277343716 25.74 0.61
22 3 2005 -3.3838256835937273 5.923455810546898 0.32 1.08
23 3 2005 -6.524145507812477 10.693536376953148 0.3 1.86
24 3 2005 -3.6446594238281023 13.393518066406273 0.0 2.26
25 3 2005 -4.403936767578102 5.893823242187523 0.0 1.35
26 3 2005 -5.523748779296852 7.112908935546898 0.0 1.43
27 3 2005 -3.6145080566406023 15.883538818359398 0.0 3.22
28 3 2005 0.05556640625002274 24.223138427734398 0.0 5.48
29 3 2005 5.716027832031273 23.322717285156273 1.78 4.88
30 3 2005 1.4756103515625227 16.033013916015648 2.84 3.71
31 3 2005 -1.0410522460937273 10.252587890625023 0.0 2.38
1 4 2005 -1.7806457519531023 13.462701416015648 0.0 3.24
2 4 2005 -0.36060180664060226 21.631829833984398 0.0 4.66
3 4 2005 4.189355468750023 24.602319335937523 0.0 5.46
4 4 2005 5.749658203125023 27.241784667968773 0.0 6.33
5 4 2005 3.7395568847656477 17.672021484375023 46.71 3.35
6 4 2005 3.7395568847656477 16.272607421875023 3.39 3.89
7 4 2005 0.6792236328125227 18.721887207031273 0.0 4.01
8 4 2005 2.2094055175781477 20.801843261718773 0.0 5.61
9 4 2005 3.0197082519531477 22.592767333984398 0.0 4.82
10 4 2005 4.258905029296898 16.551751708984398 3.97 2.92
11 4 2005 0.7789245605468977 10.092034912109398 4.04 1.93
12 4 2005 -2.8308776855468523 16.221978759765648 0.0 4.16
13 4 2005 -0.020941162109352263 16.372674560546898 0.0 3.21
14 4 2005 1.1487060546875227 18.602075195312523 0.0 3.62
15 4 2005 5.429711914062523 21.182244873046898 0.0 3.8
16 4 2005 6.939019775390648 23.382012939453148 0.0 4.6
17 4 2005 7.489648437500023 24.872827148437523 0.39 5.39
18 4 2005 7.329675292968773 26.372277832031273 0.0 5.18
19 4 2005 7.918572998046898 25.632409667968773 0.0 4.89
20 4 2005 6.789483642578148 24.111993408203148 0.0 4.7
21 4 2005 6.219140625000023 19.582757568359398 0.0 5.04
22 4 2005 3.1692443847656477 16.382531738281273 0.0 4.75
23 4 2005 -3.8313049316406023 14.402642822265648 0.0 3.54
24 4 2005 -1.9406188964843523 15.442620849609398 0.0 3.71
25 4 2005 1.368981933593716 13.782586669921898 3.41 2.87
26 4 2005 1.2588439941406477 14.622491455078148 0.0 3.96
27 4 2005 -0.31073608398435226 16.092279052734398 6.72 3.6
28 4 2005 -2.1005615234374773 7.242578125000023 0.54 1.63
29 4 2005 -2.7613281249999773 6.282891845703148 2.63 1.63
30 4 2005 -3.6121887207031023 12.733972167968773 3.21 3.11
1 5 2005 -3.6319030761718523 8.754388427734398 0.0 1.93
2 5 2005 -2.101721191406284 11.024560546875023 0.0 2.74
3 5 2005 1.7584777832031477 16.244195556640648 0.0 3.87
4 5 2005 0.018487548828147737 19.944665527343716 2.02 4.49
5 5 2005 2.9686828613281477 25.114892578125023 0.0 5.26
6 5 2005 9.018670654296898 27.294915771484398 0.0 6.26
7 5 2005 9.968072509765648 26.194421386718773 0.0 6.79
8 5 2005 6.008172607421898 24.444238281250023 0.0 5.51
9 5 2005 5.458703613281273 25.854760742187523 0.0 5.59
10 5 2005 8.768273925781273 31.814233398437523 0.0 7.74
11 5 2005 10.678674316406273 28.823999023437523 2.41 5.92
12 5 2005 7.478051757812523 24.034173583984398 0.0 5.04
13 5 2005 8.568872070312523 22.254357910156273 0.52 5.21
14 5 2005 4.838525390625023 22.864495849609398 0.0 5.03
15 5 2005 2.1085449218750227 23.123864746093716 0.0 5.39
16 5 2005 6.768609619140648 26.184533691406273 0.0 6.28
17 5 2005 9.758233642578148 30.403710937500023 0.0 7.62
18 5 2005 10.298425292968773 26.763787841796898 0.0 6.59
19 5 2005 11.398522949218773 32.70476684570315 0.0 6.8
20 5 2005 15.448846435546898 35.5838562011719 0.0 8.51
21 5 2005 16.208123779296898 36.91408691406252 0.0 9.94
22 5 2005 12.458062744140648 28.504083251953148 0.0 7.32
23 5 2005 11.997857666015648 32.3441101074219 10.2 6.74
24 5 2005 14.567834472656273 29.844201660156273 7.25 6.1
25 5 2005 9.358300781250023 24.234246826171898 0.31 4.75
26 5 2005 8.658135986328148 19.693933105468773 0.0 3.36
27 5 2005 5.268579101562523 23.414117431640648 2.91 4.69
28 5 2005 9.098657226562523 27.903833007812523 13.88 5.55
29 5 2005 5.688226318359398 22.044366455078148 9.54 4.08
30 5 2005 3.8879638671875227 16.234338378906273 6.68 2.45
31 5 2005 7.597467041015648 21.563897705078148 21.97 3.96
1 6 2005 9.747796630859398 25.923913574218773 0.0 6.17
2 6 2005 12.207666015625023 27.853173828125023 10.81 5.58
3 6 2005 13.887384033203148 25.873284912109398 18.14 4.31
4 6 2005 10.718072509765648 23.204156494140648 1.61 4.25
5 6 2005 7.638024902343716 25.923913574218773 1.03 5.89
6 6 2005 13.247491455078148 32.37374267578127 0.31 8.77
7 6 2005 16.178002929687523 31.733972167968773 0.0 8.35
8 6 2005 15.037316894531273 26.963891601562523 0.0 7.27
9 6 2005 11.957269287109398 31.423944091796898 0.67 6.39
10 6 2005 13.117669677734398 24.883935546875023 17.53 4.83
11 6 2005 10.567376708984398 25.743585205078148 0.0 5.59
12 6 2005 13.457299804687523 24.233026123046898 13.68 4.95
13 6 2005 11.487786865234398 21.613305664062523 0.0 5.37
14 6 2005 8.957208251953148 26.243798828125023 0.0 5.99
15 6 2005 12.618035888671898 31.724084472656273 0.84 7.12
16 6 2005 16.277703857421898 29.793572998046898 0.0 6.29
17 6 2005 15.087182617187523 30.183862304687523 0.0 6.46
18 6 2005 14.948052978515648 30.903955078125023 0.0 7.13
19 6 2005 16.048150634765648 33.2531677246094 0.0 7.34
20 6 2005 17.777734375000023 34.37343750000002 0.0 7.63
21 6 2005 19.477136230468773 33.36309204101565 4.81 7.1
22 6 2005 17.838006591796898 33.89296875000002 0.0 8.65
23 6 2005 17.477471923828148 35.23308715820315 0.0 9.72
24 6 2005 17.047418212890648 34.473474121093716 10.18 7.05
25 6 2005 18.327203369140648 33.16301879882815 1.01 7.75
26 6 2005 18.037377929687523 32.88387451171877 3.37 8.89
27 6 2005 17.788140869140648 34.6229187011719 0.0 8.47
28 6 2005 17.587609863281273 35.94329223632815 0.0 8.28
29 6 2005 19.487573242187523 35.51345214843752 0.0 9.27
30 6 2005 15.039636230468773 30.233270263671898 0.0 7.51
1 7 2005 15.050073242187523 31.213983154296898 9.27 7.82
2 7 2005 15.909051513671898 36.16314086914065 5.24 9.37
3 7 2005 18.829125976562523 31.863641357421898 15.79 5.94
4 7 2005 15.809350585937523 30.043054199218773 9.52 6.67
5 7 2005 17.049737548828148 29.553948974609398 1.22 6.78
6 7 2005 15.759515380859398 31.834008789062523 0.0 7.25
7 7 2005 16.149011230468773 33.09383544921877 0.0 7.82
