UID,WR_GROUP,GRP_ACRES,TRGT_ACRES,OVLP_ACRES,OVLP_PCT,Year
350061,29,718,7.59360639661,7.59360639657,0.999999999995,2006
351081,29,718,8.47848707337,8.47848707351,1.00000000002,2006
348886,29,718,3.03551656149,3.03551656152,1.00000000001,2006
353417,29,718,2.59424705208,2.594247052,0.99999999997,2006
1371298,29,718,108.290046959,108.290046959,1,2006
352038,29,718,45.7837211464,45.7837211463,0.999999999998,2006
348096,29,718,16.5986828896,16.5986828896,1,2006
354526,29,718,101.924172201,101.924172201,0.999999999997,2006
349653,29,718,5.04862784941,5.04862784934,0.999999999986,2006
350830,29,718,44.4536515049,44.4536515049,0.999999999999,2006
1371812,29,718,12.8616865957,12.8616865957,1,2006
352125,30,156.299999237,109.789172726,109.789172726,1,2006
353851,30,156.299999237,13.6447977839,13.644797784,1,2006
353484,31,603,74.5314132238,74.5314132239,1,2006
1371130,31,603,69.0981654557,69.0981654557,0.999999999999,2006
347877,31,603,71.9265040418,71.9265040419,1,2006
352066,31,603,86.1863505683,86.1863505681,0.999999999998,2006
350015,34,160,96.1019351704,96.1019351707,1,2006
377087,36,386,94.2126700495,94.1708730003,0.999556354266,2006
377567,36,386,113.266085918,113.266085919,1,2006
1381135,36,386,114.61738565,114.61738565,0.999999999999,2006
374067,37,224,21.0121307034,21.0121307035,1,2006
376031,37,224,216.92925634,216.92925634,0.999999999999,2006
377995,37,224,12.7593789159,12.7593789159,1,2006
349583,38,282,77.1719951765,77.0572970011,0.998513733186,2006
353352,38,282,132.203141345,132.203141345,0.999999999999,2006
354515,38,282,4.4074180494,3.97699882243,0.902342091869,2006
350087,38,282,21.075963526,20.7156594451,0.982904502542,2006
353077,40,155,120.672470355,120.672470356,1,2006
1379940,43,506,40.6464496755,40.6464496754,0.999999999998,2006
1380411,43,506,67.6775942495,67.6775942494,0.999999999999,2006
374301,43,506,19.598486012,17.6053786442,0.898302993069,2006
379241,43,506,119.661542809,119.501210172,0.998660115582,2006
375196,46,147,59.4485268093,59.4485268091,0.999999999996,2006
1381097,47,154,101.17312519,101.17312519,1,2006
1380687,48,280,120.755855234,120.694024156,0.99948796621,2006
348999,49,626,97.1224089521,97.1224089521,1,2006
349158,49,626,68.1518910412,68.1518910411,0.999999999998,2006
352194,49,626,96.5411436505,95.4003916769,0.98818377398,2006
347788,49,626,124.324646694,124.324646694,1,2006
347767,49,626,3.35394229441,3.3539422944,0.999999999996,2006
349273,49,626,1.25487468352,1.2548746835,0.999999999979,2006
1370911,49,626,55.7738461531,55.0190178153,0.98646626708,2006
356486,49,626,97.3308721101,97.3308721099,0.999999999998,2006
348718,50,500,240.739158623,240.739158623,1,2006
1228309,50,500,18.6412489933,18.641248993,0.999999999984,2006
349157,50,500,27.362887883,27.3628878831,1,2006
352978,50,500,57.6992838826,57.6992838826,0.999999999999,2006
353537,50,500,59.6853240579,59.6853240579,1,2006
349670,50,500,19.7915152773,19.7915152771,0.999999999988,2006
1228251,50,500,8.3590720871,8.35907208717,1.00000000001,2006
354814,51,320,120.492976035,120.492976035,1,2006
350566,51,320,120.095264105,120.095264105,1,2006
1228072,52,625.299999237,119.068516202,118.331282521,0.99380832394,2006
348407,52,625.299999237,15.7822665862,15.7822665861,0.999999999995,2006
353179,52,625.299999237,103.02168791,101.502942081,0.985257998979,2006
1371816,52,625.299999237,87.7583495335,87.7468614695,0.999869094347,2006
349388,52,625.299999237,8.63538399849,7.3058587036,0.846037501618,2006
350246,52,625.299999237,122.746041103,122.166502203,0.995278553225,2006
351329,53,490,135.631200305,135.631200304,0.999999999999,2006
352205,53,490,9.40920784449,9.40920784452,1,2006
354447,53,490,3.7256220548,3.61004418331,0.968977564074,2006
571357,53,490,3.06418560902,3.06418560904,1.00000000001,2006
352333,53,490,46.2593769067,46.2593769069,1,2006
348393,53,490,39.4554038678,39.4554038676,0.999999999995,2006
350388,53,490,158.114617706,158.114617706,0.999999999999,2006
348287,53,490,46.0883451434,46.0883451433,0.999999999999,2006
1228389,54,245,122.960120427,122.960120426,0.999999999996,2006
347782,55,54,21.5131804723,21.4039283676,0.994921620035,2006
354259,55,54,22.8120820497,22.3539064526,0.979915222289,2006
378924,56,285,3.40883289954,3.40883289955,1.00000000001,2006
1379848,56,285,6.36769701499,6.36769701498,1,2006
1380095,56,285,60.4960309925,60.4960309929,1.00000000001,2006
1381016,56,285,110.794508639,110.794508639,0.999999999997,2006
375796,56,285,15.4677255892,15.467725589,0.999999999987,2006
375195,56,285,61.9083454492,61.9083454492,1,2006
350242,57,160,62.4559576723,62.3427112015,0.998186778731,2006
1370514,57,160,60.7146640468,60.7062166603,0.999860867442,2006
350581,57,160,10.507124009,6.42532679376,0.611520982169,2006
1371582,59,206,80.144749523,80.1447495232,1,2006
1371747,60,157,125.113680866,124.894137041,0.998245245257,2006
570540,61,123,2.77821300196,2.77821300181,0.999999999946,2006
347529,62,320,124.558400989,124.489337157,0.999445530512,2006
1430641,63,197,366.002627539,320.968408051,0.876956567796,2006
350461,64,88,77.4187639817,77.4187204844,0.999999438156,2006
802153,65,90,94.8822607118,94.7741285873,0.998860354679,2006
349818,67,800,126.725891061,126.725891061,1,2006
1430304,67,800,2.06816576275,2.06816576271,0.999999999981,2006
351974,67,800,121.289910759,121.289910759,0.999999999999,2006
1371613,67,800,8.04490241627,8.04490241659,1.00000000004,2006
352798,67,800,121.044007731,121.044007731,0.999999999997,2006
354104,67,800,101.654814677,101.654814676,0.999999999995,2006
349845,67,800,22.4790890374,22.4790890377,1.00000000001,2006
352590,67,800,53.0351675995,53.0351675997,1,2006
352815,67,800,3.10806289011,3.10806289009,0.999999999992,2006
1430301,67,800,7.88977600017,7.88977599989,0.999999999964,2006
570291,68,250,63.0926847922,62.8735683578,0.996527070688,2006
570293,68,250,233.958168773,233.177311328,0.996662405723,2006
1370409,69,160,124.927316678,124.921078008,0.999950061603,2006
351463,70,320,97.7550395698,97.7550395695,0.999999999996,2006
347999,71,260,134.952610119,134.952610119,1,2006
351578,71,260,8.25502998482,8.25502998511,1.00000000003,2006
350796,71,260,70.4635602827,70.4635602824,0.999999999996,2006
571245,71,260,1.32151553067,1.32151553071,1.00000000003,2006
354511,71,260,1.77231987105,1.77231987101,0.999999999979,2006
352361,71,260,1.86320263236,1.86320263239,1.00000000001,2006
349238,71,260,16.6612800864,16.4490814298,0.987263964385,2006
349502,72,178,58.8678341615,58.8158741559,0.999117344703,2006
354148,72,178,61.439725758,61.1061710738,0.994571025829,2006
350368,73,160,132.329442775,129.770977869,0.98066594363,2006
352175,74,258,48.2494594585,48.2494594586,1,2006
353231,74,258,11.1698681701,11.1698681701,1.00000000001,2006
348164,74,258,14.4259276643,14.4259276643,0.999999999997,2006
354894,75,294,90.8485588299,90.8485588299,1,2006
348943,75,294,4.42048740344,4.42048740344,1,2006
376289,76,295,2.77227075359,2.77227075351,0.999999999974,2006
378653,76,295,98.5811718321,98.5636582084,0.999822343117,2006
1379800,76,295,60.9078496581,60.731711039,0.997108112993,2006
1381422,76,295,8.78241030206,8.78241030206,1,2006
378229,76,295,64.312636359,64.0770047634,0.996336153998,2006
1231044,76,295,2.27105060405,2.27105060398,0.999999999969,2006
351741,79,157,67.4094247983,67.030680354,0.994381431893,2006
354940,79,157,7.27220525198,5.77834472035,0.794579432253,2006
349503,79,157,7.9835239826,6.70816269725,0.84025083558,2006
353670,79,157,9.57674058273,9.57674058245,0.999999999971,2006
353281,81,260,11.1066130221,11.1066130223,1.00000000001,2006
349222,81,260,61.6029884841,61.5922718914,0.999826037778,2006
348680,81,260,62.0654099154,61.8580826716,0.996659536381,2006
350943,82,120,27.0174160808,27.015731851400002,0.999937661345,2006
353947,82,120,89.9515400971,89.9515400971,1,2006
378310,83,182,80.2485114859,80.1202892791,0.998402185855,2006
1371674,84,226,56.8114509482,56.8114509481,0.999999999997,2006
349889,84,226,117.578273424,117.578273424,0.999999999999,2006
1559410,85,656.810001373,126.399309785,126.129361073,0.997864318146,2006
1559411,85,656.810001373,48.9753689801,48.9753689803,1,2006
1559412,85,656.810001373,46.1699937817,46.1699937817,1,2006
1559409,85,656.810001373,124.586258407,124.586258407,0.999999999997,2006
1559407,85,656.810001373,18.2646848082,18.2040835707,0.996682054022,2006
347654,86,160,119.522166889,119.502835268,0.99983825912,2006
1430781,86,160,2.18837510194,2.17779996169,0.995167583363,2006
376017,87,638,192.56074104,192.56074104,1,2006
1380997,87,638,74.8419500234,74.8419500236,1,2006
378277,87,638,41.1846971797,41.1846971798,1,2006
374321,87,638,118.398848616,118.398848615,0.999999999999,2006
348724,88,174,24.0293734705,24.0293734707,1.00000000001,2006
349850,88,174,10.858385943,10.8583859427,0.99999999998,2006
353328,88,174,89.5080963005,89.4100867923,0.99890502075,2006
571115,88,174,12.2203164459,12.0530023433,0.986308529458,2006
1371839,88,174,42.9385660249,38.5991664291,0.898939345267,2006
354482,89,284,57.42962023,57.3931902151,0.999365658092,2006
348797,89,284,93.9732798074,93.8881383974,0.999093982777,2006
351331,89,284,61.1869626305,61.1869626306,1,2006
348203,89,284,63.4658323466,63.4079126736,0.999087388113,2006
351384,90,240,122.455082123,122.048570418,0.996680319859,2006
350841,91,124,58.3453218079,58.3453218079,1,2006
1371362,91,124,93.7003977322,93.6284417483,0.999232063197,2006
1228087,94,120,121.481025758,120.986121166,0.995926074966,2006
349960,94,120,18.8319772021,18.4681124819,0.980678358081,2006
1371522,95,365,22.8804390016,18.9854001601,0.829765554707,2006
1371909,95,365,113.53234386,113.507097778,0.999777630927,2006
1371395,95,365,111.607467795,111.607467796,1,2006
1371158,95,365,2.77271547382,2.77271547374,0.999999999971,2006
352905,96,556.400001526,128.931463275,128.810492192,0.999061741174,2006
352635,96,556.400001526,34.6973396378,34.6973396378,1,2006
1371308,96,556.400001526,57.7352579497,57.7352579497,1,2006
1370599,96,556.400001526,33.6610037071,33.6610037069,0.999999999996,2006
354781,96,556.400001526,59.0101960626,59.0101960625,0.999999999999,2006
352941,96,556.400001526,115.057668574,115.057668574,0.999999999999,2006
354720,97,169,38.1168023272,38.1168023274,1,2006
348162,97,169,97.0161891388,97.0161891388,1,2006
352179,97,169,29.5346042211,29.534604221,0.999999999995,2006
353172,98,320,122.521707303,122.521707303,0.999999999998,2006
352779,99,135,72.5207122037,71.3720472495,0.98416087047,2006
354384,99,135,4.38202614754,4.3820261475,0.999999999991,2006
348526,99,135,20.4170172242,19.9067928248,0.975009846258,2006
1370840,101,200,8.32217634603,7.88134956615,0.947029867964,2006
1371162,101,200,127.654744264,127.462306914,0.998492517049,2006
349780,101,200,7.96754600858,7.96754600854,0.999999999994,2006
347747,102,260,41.3362822548,41.3362822551,1.00000000001,2006
354465,102,260,75.4810761049,75.4642687858,0.99977733069,2006
353566,103,650,121.439610674,121.439610674,0.999999999999,2006
348901,103,650,6.7856331236,6.78563312368,1.00000000001,2006
350674,103,650,120.941893314,120.941893313,1,2006
353193,103,650,113.975967736,113.975967736,0.999999999997,2006
1430239,103,650,4.03751893543,4.03751893547,1.00000000001,2006
349970,104,375.540000916,87.0284347946,86.7412449632,0.996700046001,2006
349173,104,375.540000916,110.643660941,110.643660941,1,2006
375571,105,474.520000458,117.54505644299999,117.545056444,1,2006
1380148,105,474.520000458,40.4435736101,39.5124027976,0.976976050104,2006
1380271,105,474.520000458,18.1190226129,17.8135154693,0.983138872874,2006
374319,105,474.520000458,127.726103145,126.828103339,0.99296933216,2006
1381017,105,474.520000458,124.216265755,124.027604636,0.998481188291,2006
374924,105,474.520000458,8.31403843754,8.31403843739,0.999999999982,2006
376910,106,123,61.0185537378,61.0185537375,0.999999999995,2006
377641,106,123,61.9784447376,61.9784447379,1,2006
373953,107,400,61.8560815779,61.8420901775,0.999773807199,2006
378322,107,400,63.0410669296,63.0299163835,0.999823122502,2006
1379713,107,400,59.1388951093,59.1388951093,1,2006
375000,107,400,59.4382213083,59.4382213083,0.999999999999,2006
378923,107,400,19.1788128681,19.1788128679,0.999999999988,2006
351229,108,131.5,24.5542249757,24.5542249757,0.999999999998,2006
351747,108,131.5,2.4946809165,2.4946809165,0.999999999999,2006
354110,108,131.5,31.1610542051,31.1610542051,1,2006
354292,108,131.5,27.9202700947,27.9202700947,1,2006
571065,108,131.5,4.82153325642,4.82153325615,0.999999999943,2006
1371357,108,131.5,33.8439212385,33.8439212387,1.00000000001,2006
350723,108,131.5,8.78017704544,8.45867881419,0.963383627735,2006
571063,108,131.5,1.19987754985,1.19987754978,0.999999999941,2006
1085433,109,441,71.8102179408,71.8102179407,0.999999999999,2006
1085521,109,441,121.3069177,121.3069177,1,2006
1084421,109,441,120.073269557,120.068401247,0.999959455505,2006
1085523,109,441,19.2596413657,19.1467154492,0.99413665528,2006
373825,112,160,9.25311626512,9.25311626516,1,2006
375282,112,160,61.9903775014,61.820538272,0.99726023237500006,2006
1379714,112,160,8.9114061496,8.08745171204,0.907539346347,2006
352224,113,591,284.311777541,284.106746198,0.999278850333,2006
353144,113,591,20.50505953,20.3939424402,0.994580991601,2006
348729,113,591,17.5762530067,17.1405086226,0.975208345946,2006
349840,113,591,82.6414082946,82.6075987686,0.999590888797,2006
350915,113,591,23.7402288106,23.7402288105,0.999999999998,2006
353446,113,591,5.55416157235,5.55416157228,0.999999999987,2006
352581,113,591,81.060811506,79.8880903111,0.985532821925,2006
1370989,113,591,71.192113835,69.8161383207,0.980672360459,2006
350474,114,320,83.8644300529,83.8644300527,0.999999999998,2006
352468,114,320,23.7120918394,23.7120918395,1,2006
353454,114,320,11.1298726982,11.099607073,0.997280685414,2006
571118,114,320,4.69484545572,3.65920879385,0.779409850305,2006
1371243,114,320,59.5817481355,59.4523995572,0.997829057013,2006
349327,114,320,121.351574178,121.351574178,1,2006
350525,114,320,3.10682582428,3.10682582427,0.999999999998,2006
1370603,115,284,165.395179869,165.395179869,0.999999999998,2006
348000,116,160,62.8689452928,62.8689452929,1,2006
354903,116,160,62.2935301929,62.0625260987,0.996291684009,2006
348565,116,160,8.25390115784,7.36654131871,0.89249206864,2006
1371366,116,160,8.98258921103,8.98258921116,1.00000000001,2006
1084393,117,122,44.3206751231,44.3206751233,1,2006
1559289,117,122,42.577023214,42.5770232138,0.999999999996,2006
1371353,118,200,197.593506001,197.593506001,1,2006
1228139,121,135,121.210834135,121.113156805,0.999194153475,2006
377811,122,250,92.0595783432,92.0595783431,0.999999999998,2006
374921,122,250,8.95609787758,8.95609787765,1.00000000001,2006
1381045,122,250,122.823464961,122.524471227,0.99756566276,2006
374895,123,152,7.69170757619,7.69170757624,1.00000000001,2006
378919,123,152,120.543060225,120.442584787,0.99916647679,2006
1230978,123,152,8.20070677572,7.87393522099,0.960153244876,2006
375557,123,152,8.64628725869,8.6462872588,1.00000000001,2006
375299,123,152,8.69570485774,8.40278557411,0.966314486471,2006
1432442,124,152,151.643199762,151.603285798,0.999736790277,2006
349044,125,160,7.50323750588,7.25396671863,0.966778235788,2006
352948,125,160,63.1647652124,63.0520775227,0.998215972318,2006
353607,125,160,62.6059753621,62.5032452076,0.998359099848,2006
354620,125,160,7.36223164165,6.88059553751,0.934580148033,2006
349533,125,160,7.38706158194,7.35198571834,0.995251716368,2006
1370905,126,160,120.873959386,120.873959386,1,2006
349229,127,320,9.22219949089,9.22219949084,0.999999999994,2006
1371078,127,320,63.1453743786,63.1453743784,0.999999999996,2006
349217,127,320,16.0437257725,15.7614532216,0.982406047389,2006
348735,127,320,62.4288639244,62.4288639247,1,2006
350697,127,320,61.4817706951,61.3271529289,0.997485144548,2006
352390,127,320,8.80274850737,8.13555241134,0.924205934604,2006
350060,129,138,7.73371319264,7.69732302362,0.995294605822,2006
351951,129,138,9.16328061122,8.86459329718,0.967403888769,2006
352276,130,243,49.2318793355,49.2318793355,0.999999999999,2006
1370671,130,243,37.0524757071,37.0524757069,0.999999999993,2006
348249,130,243,44.6473482421,41.2108148129,0.923029394477,2006
347516,132,220,52.6292264655,52.6265714453,0.99994955236,2006
351859,132,220,6.15762160481,6.11912845537,0.993748698457,2006
1084422,133,146,64.2092336384,64.1914180041,0.999722537814,2006
1277941,133,146,61.1334693031,60.7123238716,0.993111049703,2006
1277939,133,146,9.03789395349,8.95460035479,0.990783959279,2006
1277937,133,146,9.10255442828,8.24971638274,0.906307833448,2006
1380072,135,308,116.875157969,116.640399639,0.997991375293,2006
376309,135,308,123.127899789,123.127899788,0.999999999999,2006
1371585,136,148,87.0135120943,87.0135120945,1,2006
348486,137,121,62.5927352578,62.5106261284,0.998688200331,2006
351189,137,121,53.4433657952,53.2682928874,0.996724141432,2006
351839,138,110,110.494522366,110.494522366,1,2006
1371700,138,110,18.4842420159,17.8066149507,0.963340283869,2006
348533,139,224,7.78628502149,7.78628502163,1.00000000002,2006
350425,140,310,9.62540784505,9.62540784495,0.99999999999,2006
353584,140,310,27.6264278841,27.6264278842,1,2006
353940,140,310,3.34870086415,3.34870086423,1.00000000002,2006
351800,140,310,7.92242421316,7.92242421323,1.00000000001,2006
1370534,140,310,7.89106375232,7.89106375233,1,2006
348537,141,160,125.442822083,125.442822083,0.999999999998,2006
349724,141,160,7.9757997663,7.97579976626,0.999999999995,2006
353752,141,160,7.77194381964,7.77194381954,0.999999999987,2006
1371867,141,160,6.55553013422,6.55553013399,0.999999999965,2006
351623,141,160,7.49590783616,7.49590783635,1.00000000002,2006
1381297,142,152,124.424809564,124.111038752,0.997478229515,2006
373921,142,152,8.13205322882,8.13205322883,1,2006
349767,143,209,62.4855495205,62.3537035305,0.997889976306,2006
1244007,144,288,143.592389491,142.814278636,0.994581113539,2006
1370819,145,170,92.5853889547,92.5853889547,1,2006
352003,146,150,31.5616474501,31.5616474501,1,2006
354450,146,150,30.3713617969,30.3181910284,0.998249312332,2006
350380,146,150,56.3556805736,56.1982719265,0.997206871685,2006
349847,146,150,7.18542774739,7.18542774749,1.00000000001,2006
1381074,147,129,81.1116398174,80.8389599314,0.996638215099,2006
348798,149,148,120.074117825,120.042570803,0.999737270424,2006
378094,150,320,28.6405619114,28.6405619115,1,2006
376516,154,316,7.53995622289,7.53995622284,0.999999999994,2006
377990,154,316,94.8132075941,94.813207594,0.999999999999,2006
378733,154,316,85.5324729821,85.5324729824,1,2006
350587,155,150,111.54558281,111.540081666,0.999950682552,2006
1371484,155,150,18.0821963216,18.0601889829,0.998782927788,2006
348143,156,314,81.0873400306,81.0873400306,1,2006
348758,156,314,44.1139672679,44.1139672678,0.999999999998,2006
354508,157,195,24.4256443902,24.4256443905,1.00000000001,2006
350602,158,161,46.6032415614,46.6032415615,1,2006
1371265,158,161,26.2849713322,26.2849713323,1,2006
348455,158,161,24.3768715798,24.3768715797,0.999999999998,2006
354045,158,161,14.343190874,14.3431908741,1,2006
373882,159,160,62.9238213977,62.9238213975,0.999999999997,2006
377583,159,160,64.2474860234,64.2474860233,0.999999999998,2006
379292,159,160,61.6716939509,37.7651310775,0.612357609434,2006
352414,160,240,121.009465495,121.009465495,0.999999999999,2006
354035,160,240,7.39586233515,7.39586233518,1,2006
1371071,160,240,14.0448962491,14.0448962492,1.00000000001,2006
354175,160,240,7.88943782504,7.88943782498,0.999999999992,2006
353016,160,240,116.765503402,116.765503402,0.999999999999,2006
570773,161,244,315.292310217,158.742964844,0.503478707535,2006
570775,161,244,158.535076102,157.258133824,0.991945364336,2006
375699,162,320,63.5146564695,63.5146564695,0.999999999999,2006
376322,162,320,62.7031569433,62.7031569432,0.999999999998,2006
379338,162,320,8.36024817788,8.36024817808,1.00000000002,2006
375453,162,320,152.965239339,152.649747236,0.997937491522,2006
351818,163,180,136.598918914,136.598918914,0.999999999998,2006
1228360,163,180,30.2896636313,29.7199212123,0.981190203166,2006
1380273,164,160,8.88285216592,8.88285216595,1,2006
1380974,164,160,61.8290873634,61.8290873634,1,2006
375115,164,160,8.11033682716,8.11033682721,1.00000000001,2006
377807,164,160,61.6175335475,61.5393493812,0.998731137685,2006
374091,164,160,8.12486764076,7.97340540177,0.981358189981,2006
378540,164,160,8.20331155514,8.02497555769,0.978260487091,2006
354084,165,488,121.993504224,121.993504224,1,2006
350435,165,488,121.966278186,121.966278186,0.999999999999,2006
350611,165,488,121.566543856,121.566543856,1,2006
348992,166,160,62.6818305175,62.6818305175,0.999999999999,2006
348580,166,160,7.40178561186,7.40178561172,0.999999999981,2006
351536,167,160,64.2476580288,64.2476580289,1,2006
354062,167,160,64.2373723452,64.2357282681,0.999974406222,2006
1371561,167,160,7.1471808888,7.14718088887,1.00000000001,2006
378529,168,242,26.781997536,26.781997536,1,2006
1231051,168,242,32.4451019552,32.4451019549,0.999999999992,2006
1371252,169,127,94.7141901209,93.5823481768,0.988049922164,2006
1371577,169,127,8.34068641408,7.82798972411,0.938530635907,2006
348092,170,430,124.978081729,124.973894391,0.999966495422,2006
349405,170,430,123.122807544,123.122807545,1,2006
349214,170,430,123.429464028,123.429464028,1,2006
354394,170,430,30.7947620872,30.7947620873,1,2006
349864,170,430,41.9421503583,41.9421503583,1,2006
377510,171,249,56.6532963676,56.6532963677,1,2006
378018,171,249,8.17378832979,8.13285823688,0.994992518613,2006
378450,171,249,56.4283393326,56.1778904108,0.995561646421,2006
353010,173,178,74.043360876,74.0423304374,0.999986083309,2006
351622,173,178,76.3359884087,76.3359884087,1,2006
351865,173,178,30.0504804498,28.6994129222,0.955040068998,2006
351705,173,178,19.1656816939,19.1534844118,0.99936358736,2006
