crop_mn_codeyear,date_ymd,pr,eto,etr,tmmn,tmmx
3_Gove,20110101,0.00,1.12,1.81,255.23159643754522,273.3393142325526
3_Thomas,20110101,0.00,0.93,1.49,254.7684727058134,271.5584394491536
3_Sheridan,20110101,0.00,1.13,1.82,255.73010250414455,272.92937787203005
3_Graham,20110101,0.00,1.24,2.00,256.35860333090534,273.44701639874654
3_Logan,20110101,0.00,0.97,1.55,254.49454062927214,272.17677436666537
5_Decatur,20110101,0.00,1.18,1.92,256.0216609084591,272.92588176718203
5_Gove,20110101,0.00,1.12,1.81,255.23159643754522,273.3393142325526
5_Thomas,20110101,0.00,0.93,1.49,254.7684727058134,271.5584394491536
5_Sheridan,20110101,0.00,1.13,1.82,255.73010250414455,272.92937787203005
5_Graham,20110101,0.00,1.24,2.00,256.35860333090534,273.44701639874654
5_Logan,20110101,0.00,0.97,1.55,254.49454062927214,272.17677436666537
7_Rawlins,20110101,0.00,1.03,1.67,255.50054815028088,272.0009331027822
7_Decatur,20110101,0.00,1.18,1.92,256.0216609084591,272.92588176718203
7_Gove,20110101,0.00,1.12,1.81,255.23159643754522,273.3393142325526
7_Thomas,20110101,0.00,0.93,1.49,254.7684727058134,271.5584394491536
7_Sheridan,20110101,0.00,1.13,1.82,255.73010250414455,272.92937787203005
7_Graham,20110101,0.00,1.24,2.00,256.35860333090534,273.44701639874654
7_Logan,20110101,0.00,0.97,1.55,254.49454062927214,272.17677436666537
2_Cheyenne,20110102,0.00,1.23,1.99,256.75979174705367,276.36376538681924
2_Rawlins,20110102,0.00,1.73,2.84,257.2894185331229,279.3273551177384
2_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
2_Sherman,20110102,0.00,1.15,1.85,256.5231863060459,275.6256225614263
2_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
2_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
2_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
2_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
2_Wallace,20110102,0.00,1.26,2.02,256.47388838803,276.40449852983954
2_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
4_Cheyenne,20110102,0.00,1.23,1.99,256.75979174705367,276.36376538681924
4_Rawlins,20110102,0.00,1.73,2.84,257.2894185331229,279.3273551177384
4_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
4_Sherman,20110102,0.00,1.15,1.85,256.5231863060459,275.6256225614263
4_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
4_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
4_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
4_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
4_Wallace,20110102,0.00,1.26,2.02,256.47388838803,276.40449852983954
4_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
6_Cheyenne,20110102,0.00,1.23,1.99,256.75979174705367,276.36376538681924
6_Rawlins,20110102,0.00,1.73,2.84,257.2894185331229,279.3273551177384
6_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
6_Sherman,20110102,0.00,1.15,1.85,256.5231863060459,275.6256225614263
6_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
6_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
6_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
6_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
6_Wallace,20110102,0.00,1.26,2.02,256.47388838803,276.40449852983954
6_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
8_Cheyenne,20110102,0.00,1.23,1.99,256.75979174705367,276.36376538681924
8_Rawlins,20110102,0.00,1.73,2.84,257.2894185331229,279.3273551177384
8_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
8_Sherman,20110102,0.00,1.15,1.85,256.5231863060459,275.6256225614263
8_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
8_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
8_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
8_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
8_Wallace,20110102,0.00,1.26,2.02,256.47388838803,276.40449852983954
8_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
1_Rawlins,20110102,0.00,1.73,2.84,257.2894185331229,279.3273551177384
1_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
1_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
1_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
1_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
1_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
1_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
3_Rawlins,20110102,0.00,1.73,2.84,257.2894185331229,279.3273551177384
3_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
3_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
3_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
3_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
3_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
3_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
5_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
5_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
5_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
5_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
5_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
5_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
7_Rawlins,20110102,0.00,1.73,2.84,257.2894185331229,279.3273551177384
7_Decatur,20110102,0.00,1.97,3.26,257.66121120983,280.54550543125737
7_Gove,20110102,0.00,1.88,3.10,257.278950344817,279.92944199173485
7_Thomas,20110102,0.00,1.60,2.62,257.0295686914723,278.3522962170239
7_Sheridan,20110102,0.00,1.95,3.21,257.8506447853239,280.0473312163938
7_Graham,20110102,0.00,1.99,3.28,258.21017036069975,280.19776212764594
7_Logan,20110102,0.00,1.68,2.75,256.5010200039908,278.83610003723504
2_Cheyenne,20110103,0.00,1.17,1.88,263.2672761064581,278.3837058529479
2_Rawlins,20110103,0.00,1.49,2.44,264.18364885827816,280.60284970505535
2_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
2_Sherman,20110103,0.00,1.04,1.65,263.0845682803916,277.51001039752646
2_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
2_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
2_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
2_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
2_Wallace,20110103,0.00,1.39,2.25,263.5830338519723,280.00790128194956
2_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
4_Cheyenne,20110103,0.00,1.17,1.88,263.2672761064581,278.3837058529479
4_Rawlins,20110103,0.00,1.49,2.44,264.18364885827816,280.60284970505535
4_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
4_Sherman,20110103,0.00,1.04,1.65,263.0845682803916,277.51001039752646
4_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
4_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
4_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
4_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
4_Wallace,20110103,0.00,1.39,2.25,263.5830338519723,280.00790128194956
4_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
6_Cheyenne,20110103,0.00,1.17,1.88,263.2672761064581,278.3837058529479
6_Rawlins,20110103,0.00,1.49,2.44,264.18364885827816,280.60284970505535
6_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
6_Sherman,20110103,0.00,1.04,1.65,263.0845682803916,277.51001039752646
6_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
6_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
6_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
6_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
6_Wallace,20110103,0.00,1.39,2.25,263.5830338519723,280.00790128194956
6_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
8_Cheyenne,20110103,0.00,1.17,1.88,263.2672761064581,278.3837058529479
8_Rawlins,20110103,0.00,1.49,2.44,264.18364885827816,280.60284970505535
8_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
8_Sherman,20110103,0.00,1.04,1.65,263.0845682803916,277.51001039752646
8_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
8_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
8_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
8_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
8_Wallace,20110103,0.00,1.39,2.25,263.5830338519723,280.00790128194956
8_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
1_Rawlins,20110103,0.00,1.49,2.44,264.18364885827816,280.60284970505535
1_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
1_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
1_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
1_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
1_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
1_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
3_Rawlins,20110103,0.00,1.49,2.44,264.18364885827816,280.60284970505535
3_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
3_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
3_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
3_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
3_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
3_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
5_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
5_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
5_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
5_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
5_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
5_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
7_Rawlins,20110103,0.00,1.49,2.44,264.18364885827816,280.60284970505535
7_Decatur,20110103,0.00,1.68,2.76,264.7060574939104,281.8701943596741
7_Gove,20110103,0.00,1.69,2.77,263.63844050846615,282.32454745111824
7_Thomas,20110103,0.00,1.47,2.40,263.86758332710076,280.66828687031455
7_Sheridan,20110103,0.00,1.70,2.80,264.5750768601913,282.11754488216206
7_Graham,20110103,0.00,1.76,2.91,264.4642178312747,282.6071611805432
7_Logan,20110103,0.00,1.59,2.59,263.283652647305,281.44990171994345
2_Cheyenne,20110104,0.00,1.03,1.64,260.6029720676733,277.76694605633134
2_Rawlins,20110104,0.00,1.31,2.11,261.1299622597432,279.61666794014945
2_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
2_Sherman,20110104,0.00,0.99,1.55,260.57035060148667,277.3685968774988
2_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
2_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
2_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
2_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
2_Wallace,20110104,0.00,1.23,1.97,260.9058693635189,279.10876918119266
2_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
4_Cheyenne,20110104,0.00,1.03,1.64,260.6029720676733,277.76694605633134
4_Rawlins,20110104,0.00,1.31,2.11,261.1299622597432,279.61666794014945
4_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
4_Sherman,20110104,0.00,0.99,1.55,260.57035060148667,277.3685968774988
4_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
4_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
4_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
4_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
4_Wallace,20110104,0.00,1.23,1.97,260.9058693635189,279.10876918119266
4_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
6_Cheyenne,20110104,0.00,1.03,1.64,260.6029720676733,277.76694605633134
6_Rawlins,20110104,0.00,1.31,2.11,261.1299622597432,279.61666794014945
6_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
6_Sherman,20110104,0.00,0.99,1.55,260.57035060148667,277.3685968774988
6_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
6_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
6_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
6_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
6_Wallace,20110104,0.00,1.23,1.97,260.9058693635189,279.10876918119266
6_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
8_Cheyenne,20110104,0.00,1.03,1.64,260.6029720676733,277.76694605633134
8_Rawlins,20110104,0.00,1.31,2.11,261.1299622597432,279.61666794014945
8_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
8_Sherman,20110104,0.00,0.99,1.55,260.57035060148667,277.3685968774988
8_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
8_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
8_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
8_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
8_Wallace,20110104,0.00,1.23,1.97,260.9058693635189,279.10876918119266
8_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
1_Rawlins,20110104,0.00,1.31,2.11,261.1299622597432,279.61666794014945
1_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
1_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
1_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
1_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
1_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
1_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
3_Rawlins,20110104,0.00,1.31,2.11,261.1299622597432,279.61666794014945
3_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
3_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
3_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
3_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
3_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
3_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
5_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
5_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
5_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
5_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
5_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
5_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
7_Rawlins,20110104,0.00,1.31,2.11,261.1299622597432,279.61666794014945
7_Decatur,20110104,0.00,1.46,2.38,261.5434460320442,280.7559191780428
7_Gove,20110104,0.00,1.42,2.29,262.02388318650486,280.5090967334089
7_Thomas,20110104,0.00,1.30,2.08,261.01113598869057,279.3484485739769
7_Sheridan,20110104,0.00,1.46,2.36,261.94219560209916,280.44630304182124
7_Graham,20110104,0.00,1.51,2.46,262.54053489954083,281.1284354559518
7_Logan,20110104,0.00,1.36,2.20,261.0168636763408,279.97697941826453
2_Cheyenne,20110105,0.00,1.48,2.40,263.6489425673868,280.40782438321463
2_Rawlins,20110105,0.00,1.93,3.17,263.92571437469786,282.72183989248913
2_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
2_Sherman,20110105,0.00,1.43,2.29,263.6727007259573,280.1203893878239
2_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
2_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
2_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
2_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
2_Wallace,20110105,0.00,1.83,2.98,264.00708021506244,282.7359701837023
2_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
4_Cheyenne,20110105,0.00,1.48,2.40,263.6489425673868,280.40782438321463
4_Rawlins,20110105,0.00,1.93,3.17,263.92571437469786,282.72183989248913
4_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
4_Sherman,20110105,0.00,1.43,2.29,263.6727007259573,280.1203893878239
4_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
4_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
4_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
4_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
4_Wallace,20110105,0.00,1.83,2.98,264.00708021506244,282.7359701837023
4_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
6_Cheyenne,20110105,0.00,1.48,2.40,263.6489425673868,280.40782438321463
6_Rawlins,20110105,0.00,1.93,3.17,263.92571437469786,282.72183989248913
6_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
6_Sherman,20110105,0.00,1.43,2.29,263.6727007259573,280.1203893878239
6_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
6_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
6_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
6_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
6_Wallace,20110105,0.00,1.83,2.98,264.00708021506244,282.7359701837023
6_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
8_Cheyenne,20110105,0.00,1.48,2.40,263.6489425673868,280.40782438321463
8_Rawlins,20110105,0.00,1.93,3.17,263.92571437469786,282.72183989248913
8_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
8_Sherman,20110105,0.00,1.43,2.29,263.6727007259573,280.1203893878239
8_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
8_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
8_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
8_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
8_Wallace,20110105,0.00,1.83,2.98,264.00708021506244,282.7359701837023
8_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
1_Rawlins,20110105,0.00,1.93,3.17,263.92571437469786,282.72183989248913
1_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
1_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
1_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
1_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
1_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
1_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
3_Rawlins,20110105,0.00,1.93,3.17,263.92571437469786,282.72183989248913
3_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
3_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
3_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
3_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
3_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
3_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
5_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
5_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
5_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
5_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
5_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
5_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
7_Rawlins,20110105,0.00,1.93,3.17,263.92571437469786,282.72183989248913
7_Decatur,20110105,0.00,2.17,3.57,264.11215450311613,284.1158450111883
7_Gove,20110105,0.00,2.28,3.75,264.0025923344662,285.251031531795
7_Thomas,20110105,0.00,1.99,3.27,263.9060083560539,283.1471284025704
7_Sheridan,20110105,0.00,2.24,3.69,264.4584490103653,284.64175128007753
7_Graham,20110105,0.00,2.25,3.71,264.38048389762224,285.1566103657959
7_Logan,20110105,0.00,2.16,3.54,263.71718442073524,284.2152022068029
2_Cheyenne,20110106,0.00,1.83,2.97,267.11067536854296,283.81225011248995
2_Rawlins,20110106,0.00,2.37,3.90,267.4219134070371,286.51587507755136
2_Decatur,20110106,0.00,2.64,4.35,267.9460097218863,287.9221607782168
2_Sherman,20110106,0.00,1.72,2.78,267.03189202454007,283.08784476801094
2_Gove,20110106,0.00,2.76,4.57,268.44108768985103,288.6009211125789
2_Thomas,20110106,0.00,2.37,3.89,267.55798761342186,286.62308596591737
2_Sheridan,20110106,0.00,2.67,4.41,268.49301956978906,288.2030447401534
2_Graham,20110106,0.00,2.73,4.51,268.89148465713026,288.80616375230903
2_Wallace,20110106,0.00,2.25,3.68,267.401225254976,285.8600273612076
2_Logan,20110106,0.00,2.54,4.18,267.6289232961951,287.3283426893563
4_Cheyenne,20110106,0.00,1.83,2.97,267.11067536854296,283.81225011248995
4_Rawlins,20110106,0.00,2.37,3.90,267.4219134070371,286.51587507755136
4_Decatur,20110106,0.00,2.64,4.35,267.9460097218863,287.9221607782168
4_Sherman,20110106,0.00,1.72,2.78,267.03189202454007,283.08784476801094
4_Gove,20110106,0.00,2.76,4.57,268.44108768985103,288.6009211125789
4_Thomas,20110106,0.00,2.37,3.89,267.55798761342186,286.62308596591737
4_Sheridan,20110106,0.00,2.67,4.41,268.49301956978906,288.2030447401534
4_Graham,20110106,0.00,2.73,4.51,268.89148465713026,288.80616375230903
4_Wallace,20110106,0.00,2.25,3.68,267.401225254976,285.8600273612076
4_Logan,20110106,0.00,2.54,4.18,267.6289232961951,287.3283426893563
6_Cheyenne,20110106,0.00,1.83,2.97,267.11067536854296,283.81225011248995
6_Rawlins,20110106,0.00,2.37,3.90,267.4219134070371,286.51587507755136
6_Decatur,20110106,0.00,2.64,4.35,267.9460097218863,287.9221607782168
