crop_mn_codeyear,date_ymd,Lai,LaiStdDev
1_Rawlins,20120101,3.409345498893355,1.0
1_Decatur,20120101,3.335864454412797,1.0
1_Gove,20120101,2.538336236736725,0.913373000610846
1_Thomas,20120101,3.2552728262348616,1.0
1_Sheridan,20120101,3.219982091010229,0.9930806175887987
1_Graham,20120101,3.1217981522880924,1.0
1_Logan,20120101,2.6127934748321375,0.9115973445332611
2_Cheyenne,20120101,3.288297242929829,1.0
2_Rawlins,20120101,3.409345498893355,1.0
2_Decatur,20120101,3.335864454412797,1.0
2_Sherman,20120101,2.8527284073312216,0.9941063628169274
2_Gove,20120101,2.538336236736725,0.913373000610846
2_Thomas,20120101,3.2552728262348616,1.0
2_Sheridan,20120101,3.219982091010229,0.9930806175887987
2_Graham,20120101,3.1217981522880924,1.0
2_Wallace,20120101,2.643309234395276,0.9381717569437056
2_Logan,20120101,2.6127934748321375,0.9115973445332611
3_Decatur,20120101,3.335864454412797,1.0
3_Gove,20120101,2.538336236736725,0.913373000610846
3_Thomas,20120101,3.2552728262348616,1.0
3_Sheridan,20120101,3.219982091010229,0.9930806175887987
3_Graham,20120101,3.1217981522880924,1.0
3_Logan,20120101,2.6127934748321375,0.9115973445332611
4_Cheyenne,20120101,3.288297242929829,1.0
4_Rawlins,20120101,3.409345498893355,1.0
4_Decatur,20120101,3.335864454412797,1.0
4_Sherman,20120101,2.8527284073312216,0.9941063628169274
4_Gove,20120101,2.538336236736725,0.913373000610846
4_Thomas,20120101,3.2552728262348616,1.0
4_Sheridan,20120101,3.219982091010229,0.9930806175887987
4_Graham,20120101,3.1217981522880924,1.0
4_Wallace,20120101,2.643309234395276,0.9381717569437056
4_Logan,20120101,2.6127934748321375,0.9115973445332611
5_Decatur,20120101,3.335864454412797,1.0
5_Gove,20120101,2.538336236736725,0.913373000610846
5_Thomas,20120101,3.2552728262348616,1.0
5_Sheridan,20120101,3.219982091010229,0.9930806175887987
5_Graham,20120101,3.1217981522880924,1.0
5_Logan,20120101,2.6127934748321375,0.9115973445332611
6_Cheyenne,20120101,3.288297242929829,1.0
6_Rawlins,20120101,3.409345498893355,1.0
6_Decatur,20120101,3.335864454412797,1.0
6_Sherman,20120101,2.8527284073312216,0.9941063628169274
6_Gove,20120101,2.538336236736725,0.913373000610846
6_Thomas,20120101,3.2552728262348616,1.0
6_Sheridan,20120101,3.219982091010229,0.9930806175887987
6_Graham,20120101,3.1217981522880924,1.0
6_Wallace,20120101,2.643309234395276,0.9381717569437056
7_Rawlins,20120101,3.409345498893355,1.0
7_Decatur,20120101,3.335864454412797,1.0
7_Gove,20120101,2.538336236736725,0.913373000610846
7_Thomas,20120101,3.2552728262348616,1.0
