crop_mn_codeyear,date_ymd,Lai,LaiStdDev
1_Gove,20150101,0.9074455329064952,0.06610754810064136
1_Thomas,20150101,0.03728398421553953,0.0
1_Sheridan,20150101,0.05736303693050767,0.0
1_Graham,20150101,0.8598594015137233,0.06168944970206803
1_Logan,20150101,0.49657518813933554,0.06466512702078522
2_Cheyenne,20150101,0.023239853271802148,0.0
2_Sherman,20150101,0.11826565280698915,0.0
2_Gove,20150101,0.9074455329064952,0.06610754810064136
2_Thomas,20150101,0.03728398421553953,0.0
2_Sheridan,20150101,0.05736303693050767,0.0
2_Graham,20150101,0.8598594015137233,0.06168944970206803
2_Wallace,20150101,0.17123487195784007,0.0
2_Logan,20150101,0.49657518813933554,0.06466512702078522
3_Gove,20150101,0.9074455329064952,0.06610754810064136
3_Thomas,20150101,0.03728398421553953,0.0
3_Sheridan,20150101,0.05736303693050767,0.0
3_Graham,20150101,0.8598594015137233,0.06168944970206803
3_Logan,20150101,0.49657518813933554,0.06466512702078522
4_Cheyenne,20150101,0.023239853271802148,0.0
4_Sherman,20150101,0.11826565280698915,0.0
4_Gove,20150101,0.9074455329064952,0.06610754810064136
4_Thomas,20150101,0.03728398421553953,0.0
4_Sheridan,20150101,0.05736303693050767,0.0
4_Graham,20150101,0.8598594015137233,0.06168944970206803
4_Wallace,20150101,0.17123487195784007,0.0
4_Logan,20150101,0.49657518813933554,0.06466512702078522
5_Gove,20150101,0.9074455329064952,0.06610754810064136
5_Thomas,20150101,0.03728398421553953,0.0
5_Sheridan,20150101,0.05736303693050767,0.0
5_Graham,20150101,0.8598594015137233,0.06168944970206803
6_Cheyenne,20150101,0.023239853271802148,0.0
6_Sherman,20150101,0.11826565280698915,0.0
6_Gove,20150101,0.9074455329064952,0.06610754810064136
6_Thomas,20150101,0.03728398421553953,0.0
6_Sheridan,20150101,0.05736303693050767,0.0
6_Graham,20150101,0.8598594015137233,0.06168944970206803
6_Logan,20150101,0.49657518813933554,0.06466512702078522
7_Gove,20150101,0.9074455329064952,0.06610754810064136
7_Thomas,20150101,0.03728398421553953,0.0
7_Sheridan,20150101,0.05736303693050767,0.0
7_Graham,20150101,0.8598594015137233,0.06168944970206803
7_Logan,20150101,0.49657518813933554,0.06466512702078522
8_Cheyenne,20150101,0.023239853271802148,0.0
8_Sherman,20150101,0.11826565280698915,0.0
8_Gove,20150101,0.9074455329064952,0.06610754810064136
8_Thomas,20150101,0.03728398421553953,0.0
8_Sheridan,20150101,0.05736303693050767,0.0
8_Graham,20150101,0.8598594015137233,0.06168944970206803
8_Wallace,20150101,0.17123487195784007,0.0
8_Logan,20150101,0.49657518813933554,0.06466512702078522
1_Rawlins,20150105,0.961515876959212,0.0
1_Decatur,20150105,1.0874993244338758,0.0
1_Gove,20150105,1.6320218999570142,0.13430425551003322
1_Thomas,20150105,1.286093346033474,0.0
1_Sheridan,20150105,1.5066344666648577,0.008339651250947686
1_Graham,20150105,1.9042206480458965,0.04792280013084725
1_Logan,20150105,1.7479383533865072,0.07916074563236647
2_Cheyenne,20150105,1.4785942492012778,0.0
2_Rawlins,20150105,0.961515876959212,0.0
2_Decatur,20150105,1.0874993244338758,0.0
2_Sherman,20150105,1.8025284859130515,0.001483954739380449
2_Gove,20150105,1.6320218999570142,0.13430425551003322
2_Thomas,20150105,1.286093346033474,0.0
2_Sheridan,20150105,1.5066344666648577,0.008339651250947686
2_Graham,20150105,1.9042206480458965,0.04792280013084725
2_Wallace,20150105,1.6524191626281082,0.14999848333181665
2_Logan,20150105,1.7479383533865072,0.07916074563236647
3_Rawlins,20150105,0.961515876959212,0.0
3_Decatur,20150105,1.0874993244338758,0.0
3_Gove,20150105,1.6320218999570142,0.13430425551003322
3_Thomas,20150105,1.286093346033474,0.0
3_Sheridan,20150105,1.5066344666648577,0.008339651250947686
3_Graham,20150105,1.9042206480458965,0.04792280013084725
3_Logan,20150105,1.7479383533865072,0.07916074563236647
4_Cheyenne,20150105,1.4785942492012778,0.0
4_Rawlins,20150105,0.961515876959212,0.0
4_Decatur,20150105,1.0874993244338758,0.0
4_Sherman,20150105,1.8025284859130515,0.001483954739380449
4_Gove,20150105,1.6320218999570142,0.13430425551003322
4_Thomas,20150105,1.286093346033474,0.0
4_Sheridan,20150105,1.5066344666648577,0.008339651250947686
4_Graham,20150105,1.9042206480458965,0.04792280013084725
4_Wallace,20150105,1.6524191626281082,0.14999848333181665
4_Logan,20150105,1.7479383533865072,0.07916074563236647
5_Decatur,20150105,1.0874993244338758,0.0
5_Gove,20150105,1.6320218999570142,0.13430425551003322
5_Thomas,20150105,1.286093346033474,0.0
5_Sheridan,20150105,1.5066344666648577,0.008339651250947686
5_Graham,20150105,1.9042206480458965,0.04792280013084725
6_Cheyenne,20150105,1.4785942492012778,0.0
6_Rawlins,20150105,0.961515876959212,0.0
6_Decatur,20150105,1.0874993244338758,0.0
6_Sherman,20150105,1.8025284859130515,0.001483954739380449
6_Gove,20150105,1.6320218999570142,0.13430425551003322
6_Thomas,20150105,1.286093346033474,0.0
6_Sheridan,20150105,1.5066344666648577,0.008339651250947686
6_Graham,20150105,1.9042206480458965,0.04792280013084725
6_Logan,20150105,1.7479383533865072,0.07916074563236647
7_Rawlins,20150105,0.961515876959212,0.0
7_Decatur,20150105,1.0874993244338758,0.0
7_Gove,20150105,1.6320218999570142,0.13430425551003322
7_Thomas,20150105,1.286093346033474,0.0
7_Sheridan,20150105,1.5066344666648577,0.008339651250947686
7_Graham,20150105,1.9042206480458965,0.04792280013084725
7_Logan,20150105,1.7479383533865072,0.07916074563236647
8_Cheyenne,20150105,1.4785942492012778,0.0
8_Rawlins,20150105,0.961515876959212,0.0
8_Decatur,20150105,1.0874993244338758,0.0
8_Sherman,20150105,1.8025284859130515,0.001483954739380449
8_Gove,20150105,1.6320218999570142,0.13430425551003322
8_Thomas,20150105,1.286093346033474,0.0
8_Sheridan,20150105,1.5066344666648577,0.008339651250947686
8_Graham,20150105,1.9042206480458965,0.04792280013084725
8_Wallace,20150105,1.6524191626281082,0.14999848333181665
8_Logan,20150105,1.7479383533865072,0.07916074563236647
1_Rawlins,20150109,1.3493235765747453,0.06456943870625037
1_Decatur,20150109,1.3091970171836163,0.19335098055958788
1_Gove,20150109,1.9844934994582881,0.9247697724810401
1_Thomas,20150109,1.583554738061176,0.5003377827474551
1_Sheridan,20150109,1.8393687933614473,0.7805489682993976
1_Graham,20150109,2.143895936010342,0.999380438003394
1_Logan,20150109,1.8477829848594085,0.814302451333814
2_Cheyenne,20150109,1.257171258165294,0.03523615722394775
2_Rawlins,20150109,1.3493235765747453,0.06456943870625037
2_Decatur,20150109,1.3091970171836163,0.19335098055958788
2_Sherman,20150109,1.5433827948042351,0.45951839211224893
2_Gove,20150109,1.9844934994582881,0.9247697724810401
2_Thomas,20150109,1.583554738061176,0.5003377827474551
2_Sheridan,20150109,1.8393687933614473,0.7805489682993976
2_Graham,20150109,2.143895936010342,0.999380438003394
2_Wallace,20150109,1.895903397505495,0.7992423238932898
2_Logan,20150109,1.8477829848594085,0.814302451333814
3_Rawlins,20150109,1.3493235765747453,0.06456943870625037
3_Decatur,20150109,1.3091970171836163,0.19335098055958788
3_Gove,20150109,1.9844934994582881,0.9247697724810401
3_Thomas,20150109,1.583554738061176,0.5003377827474551
3_Sheridan,20150109,1.8393687933614473,0.7805489682993976
3_Graham,20150109,2.143895936010342,0.999380438003394
3_Logan,20150109,1.8477829848594085,0.814302451333814
4_Cheyenne,20150109,1.257171258165294,0.03523615722394775
4_Rawlins,20150109,1.3493235765747453,0.06456943870625037
4_Decatur,20150109,1.3091970171836163,0.19335098055958788
4_Sherman,20150109,1.5433827948042351,0.45951839211224893
4_Gove,20150109,1.9844934994582881,0.9247697724810401
4_Thomas,20150109,1.583554738061176,0.5003377827474551
4_Sheridan,20150109,1.8393687933614473,0.7805489682993976
4_Graham,20150109,2.143895936010342,0.999380438003394
4_Wallace,20150109,1.895903397505495,0.7992423238932898
4_Logan,20150109,1.8477829848594085,0.814302451333814
5_Decatur,20150109,1.3091970171836163,0.19335098055958788
5_Gove,20150109,1.9844934994582881,0.9247697724810401
5_Thomas,20150109,1.583554738061176,0.5003377827474551
5_Sheridan,20150109,1.8393687933614473,0.7805489682993976
5_Graham,20150109,2.143895936010342,0.999380438003394
6_Cheyenne,20150109,1.257171258165294,0.03523615722394775
6_Rawlins,20150109,1.3493235765747453,0.06456943870625037
6_Decatur,20150109,1.3091970171836163,0.19335098055958788
6_Sherman,20150109,1.5433827948042351,0.45951839211224893
6_Gove,20150109,1.9844934994582881,0.9247697724810401
6_Thomas,20150109,1.583554738061176,0.5003377827474551
6_Sheridan,20150109,1.8393687933614473,0.7805489682993976
6_Graham,20150109,2.143895936010342,0.999380438003394
6_Logan,20150109,1.8477829848594085,0.814302451333814
7_Rawlins,20150109,1.3493235765747453,0.06456943870625037
7_Decatur,20150109,1.3091970171836163,0.19335098055958788
7_Gove,20150109,1.9844934994582881,0.9247697724810401
7_Thomas,20150109,1.583554738061176,0.5003377827474551
7_Sheridan,20150109,1.8393687933614473,0.7805489682993976
7_Graham,20150109,2.143895936010342,0.999380438003394
7_Logan,20150109,1.8477829848594085,0.814302451333814
8_Cheyenne,20150109,1.257171258165294,0.03523615722394775
8_Rawlins,20150109,1.3493235765747453,0.06456943870625037
8_Decatur,20150109,1.3091970171836163,0.19335098055958788
8_Sherman,20150109,1.5433827948042351,0.45951839211224893
8_Gove,20150109,1.9844934994582881,0.9247697724810401
8_Thomas,20150109,1.583554738061176,0.5003377827474551
8_Sheridan,20150109,1.8393687933614473,0.7805489682993976
8_Graham,20150109,2.143895936010342,0.999380438003394
