crop_mn_codeyear,date_ymd,Lai,LaiStdDev
2_Cheyenne,20180101,2.8771506330611762,1.0
2_Rawlins,20180101,2.694340304440129,1.0
2_Decatur,20180101,2.6249797330162674,1.0
2_Sherman,20180101,3.161554995724224,1.0
2_Gove,20180101,2.595439017216805,1.0
2_Thomas,20180101,2.721730847734386,1.0
2_Sheridan,20180101,2.708951781401785,1.0
2_Graham,20180101,2.7734802165539905,1.0
2_Wallace,20180101,2.6034532983766314,1.0
2_Logan,20180101,2.4707313775855075,1.0
4_Cheyenne,20180101,2.8771506330611762,1.0
4_Rawlins,20180101,2.694340304440129,1.0
4_Decatur,20180101,2.6249797330162674,1.0
4_Sherman,20180101,3.161554995724224,1.0
4_Gove,20180101,2.595439017216805,1.0
4_Thomas,20180101,2.721730847734386,1.0
4_Sheridan,20180101,2.708951781401785,1.0
4_Graham,20180101,2.7734802165539905,1.0
4_Wallace,20180101,2.6034532983766314,1.0
4_Logan,20180101,2.4707313775855075,1.0
6_Cheyenne,20180101,2.8771506330611762,1.0
6_Rawlins,20180101,2.694340304440129,1.0
6_Decatur,20180101,2.6249797330162674,1.0
6_Sherman,20180101,3.161554995724224,1.0
6_Gove,20180101,2.595439017216805,1.0
6_Thomas,20180101,2.721730847734386,1.0
6_Sheridan,20180101,2.708951781401785,1.0
6_Graham,20180101,2.7734802165539905,1.0
6_Wallace,20180101,2.6034532983766314,1.0
6_Logan,20180101,2.4707313775855075,1.0
8_Cheyenne,20180101,2.8771506330611762,1.0
8_Rawlins,20180101,2.694340304440129,1.0
8_Decatur,20180101,2.6249797330162674,1.0
8_Sherman,20180101,3.161554995724224,1.0
8_Gove,20180101,2.595439017216805,1.0
8_Thomas,20180101,2.721730847734386,1.0
8_Sheridan,20180101,2.708951781401785,1.0
8_Graham,20180101,2.7734802165539905,1.0
8_Wallace,20180101,2.6034532983766314,1.0
8_Logan,20180101,2.4707313775855075,1.0
1_Rawlins,20180101,2.694340304440129,1.0
1_Decatur,20180101,2.6249797330162674,1.0
1_Gove,20180101,2.595439017216805,1.0
1_Thomas,20180101,2.721730847734386,1.0
1_Sheridan,20180101,2.708951781401785,1.0
1_Graham,20180101,2.7734802165539905,1.0
1_Logan,20180101,2.4707313775855075,1.0
3_Rawlins,20180101,2.694340304440129,1.0
3_Decatur,20180101,2.6249797330162674,1.0
3_Gove,20180101,2.595439017216805,1.0
3_Thomas,20180101,2.721730847734386,1.0
3_Sheridan,20180101,2.708951781401785,1.0
3_Graham,20180101,2.7734802165539905,1.0
3_Logan,20180101,2.4707313775855075,1.0
5_Rawlins,20180101,2.694340304440129,1.0
5_Decatur,20180101,2.6249797330162674,1.0
5_Gove,20180101,2.595439017216805,1.0
5_Thomas,20180101,2.721730847734386,1.0
5_Sheridan,20180101,2.708951781401785,1.0
5_Graham,20180101,2.7734802165539905,1.0
5_Logan,20180101,2.4707313775855075,1.0
7_Rawlins,20180101,2.694340304440129,1.0
7_Decatur,20180101,2.6249797330162674,1.0
7_Gove,20180101,2.595439017216805,1.0
7_Thomas,20180101,2.721730847734386,1.0
7_Sheridan,20180101,2.708951781401785,1.0
7_Graham,20180101,2.7734802165539905,1.0
7_Logan,20180101,2.4707313775855075,1.0
2_Cheyenne,20180105,2.5144006626434745,0.9990297006271447
2_Rawlins,20180105,2.4139301684809618,1.0
2_Decatur,20180105,2.6851591633789105,1.0
2_Sherman,20180105,2.783738183835255,1.0
2_Gove,20180105,2.4915725888554556,1.0
2_Thomas,20180105,2.468022860253096,1.0
2_Sheridan,20180105,2.6233956529997555,1.0
2_Graham,20180105,2.695639292159345,1.0
2_Wallace,20180105,2.294271867800112,0.9864782458838189
2_Logan,20180105,2.313956108332207,1.0
4_Cheyenne,20180105,2.5144006626434745,0.9990297006271447
4_Rawlins,20180105,2.4139301684809618,1.0
4_Decatur,20180105,2.6851591633789105,1.0
4_Sherman,20180105,2.783738183835255,1.0
4_Gove,20180105,2.4915725888554556,1.0
4_Thomas,20180105,2.468022860253096,1.0
4_Sheridan,20180105,2.6233956529997555,1.0
4_Graham,20180105,2.695639292159345,1.0
4_Wallace,20180105,2.294271867800112,0.9864782458838189
4_Logan,20180105,2.313956108332207,1.0
6_Cheyenne,20180105,2.5144006626434745,0.9990297006271447
6_Rawlins,20180105,2.4139301684809618,1.0
6_Decatur,20180105,2.6851591633789105,1.0
6_Sherman,20180105,2.783738183835255,1.0
6_Gove,20180105,2.4915725888554556,1.0
6_Thomas,20180105,2.468022860253096,1.0
6_Sheridan,20180105,2.6233956529997555,1.0
6_Graham,20180105,2.695639292159345,1.0
6_Wallace,20180105,2.294271867800112,0.9864782458838189
6_Logan,20180105,2.313956108332207,1.0
8_Cheyenne,20180105,2.5144006626434745,0.9990297006271447
8_Rawlins,20180105,2.4139301684809618,1.0
8_Decatur,20180105,2.6851591633789105,1.0
8_Sherman,20180105,2.783738183835255,1.0
8_Gove,20180105,2.4915725888554556,1.0
8_Thomas,20180105,2.468022860253096,1.0
8_Sheridan,20180105,2.6233956529997555,1.0
8_Graham,20180105,2.695639292159345,1.0
8_Wallace,20180105,2.294271867800112,0.9864782458838189
8_Logan,20180105,2.313956108332207,1.0
1_Rawlins,20180105,2.4139301684809618,1.0
1_Decatur,20180105,2.6851591633789105,1.0
1_Gove,20180105,2.4915725888554556,1.0
1_Thomas,20180105,2.468022860253096,1.0
1_Sheridan,20180105,2.6233956529997555,1.0
1_Graham,20180105,2.695639292159345,1.0
1_Logan,20180105,2.313956108332207,1.0
3_Rawlins,20180105,2.4139301684809618,1.0
3_Decatur,20180105,2.6851591633789105,1.0
3_Gove,20180105,2.4915725888554556,1.0
3_Thomas,20180105,2.468022860253096,1.0
3_Sheridan,20180105,2.6233956529997555,1.0
3_Graham,20180105,2.695639292159345,1.0
3_Logan,20180105,2.313956108332207,1.0
5_Rawlins,20180105,2.4139301684809618,1.0
5_Decatur,20180105,2.6851591633789105,1.0
5_Gove,20180105,2.4915725888554556,1.0
5_Thomas,20180105,2.468022860253096,1.0
5_Sheridan,20180105,2.6233956529997555,1.0
5_Graham,20180105,2.695639292159345,1.0
5_Logan,20180105,2.313956108332207,1.0
7_Rawlins,20180105,2.4139301684809618,1.0
7_Decatur,20180105,2.6851591633789105,1.0
7_Gove,20180105,2.4915725888554556,1.0
