crop_mn_codeyear,date_ymd,Lai,LaiStdDev
2_Cheyenne,20170101,3.2842977162465976,1.0
2_Rawlins,20170101,3.0131668097023367,1.0
2_Decatur,20170101,2.879019618440253,0.9737292045485386
2_Sherman,20170101,3.291515473686643,1.0
2_Gove,20170101,3.0915590145019354,1.0
2_Thomas,20170101,2.80094797478115,1.0
2_Sheridan,20170101,3.0035275282880627,1.0
2_Graham,20170101,3.156058932852103,1.0
2_Wallace,20170101,2.889038955536134,1.0
2_Logan,20170101,3.1515028615204366,1.0
4_Cheyenne,20170101,3.2842977162465976,1.0
4_Rawlins,20170101,3.0131668097023367,1.0
4_Decatur,20170101,2.879019618440253,0.9737292045485386
4_Sherman,20170101,3.291515473686643,1.0
4_Gove,20170101,3.0915590145019354,1.0
4_Thomas,20170101,2.80094797478115,1.0
4_Sheridan,20170101,3.0035275282880627,1.0
4_Graham,20170101,3.156058932852103,1.0
4_Wallace,20170101,2.889038955536134,1.0
4_Logan,20170101,3.1515028615204366,1.0
6_Cheyenne,20170101,3.2842977162465976,1.0
6_Rawlins,20170101,3.0131668097023367,1.0
6_Decatur,20170101,2.879019618440253,0.9737292045485386
6_Sherman,20170101,3.291515473686643,1.0
6_Gove,20170101,3.0915590145019354,1.0
6_Thomas,20170101,2.80094797478115,1.0
6_Sheridan,20170101,3.0035275282880627,1.0
6_Graham,20170101,3.156058932852103,1.0
6_Wallace,20170101,2.889038955536134,1.0
8_Cheyenne,20170101,3.2842977162465976,1.0
8_Rawlins,20170101,3.0131668097023367,1.0
8_Decatur,20170101,2.879019618440253,0.9737292045485386
8_Sherman,20170101,3.291515473686643,1.0
8_Gove,20170101,3.0915590145019354,1.0
8_Thomas,20170101,2.80094797478115,1.0
8_Sheridan,20170101,3.0035275282880627,1.0
8_Graham,20170101,3.156058932852103,1.0
8_Wallace,20170101,2.889038955536134,1.0
8_Logan,20170101,3.1515028615204366,1.0
1_Rawlins,20170101,3.0131668097023367,1.0
1_Decatur,20170101,2.879019618440253,0.9737292045485386
1_Gove,20170101,3.0915590145019354,1.0
1_Thomas,20170101,2.80094797478115,1.0
1_Sheridan,20170101,3.0035275282880627,1.0
1_Graham,20170101,3.156058932852103,1.0
1_Logan,20170101,3.1515028615204366,1.0
3_Rawlins,20170101,3.0131668097023367,1.0
3_Decatur,20170101,2.879019618440253,0.9737292045485386
3_Gove,20170101,3.0915590145019354,1.0
3_Thomas,20170101,2.80094797478115,1.0
3_Sheridan,20170101,3.0035275282880627,1.0
3_Graham,20170101,3.156058932852103,1.0
3_Logan,20170101,3.1515028615204366,1.0
5_Rawlins,20170101,3.0131668097023367,1.0
5_Decatur,20170101,2.879019618440253,0.9737292045485386
5_Gove,20170101,3.0915590145019354,1.0
5_Thomas,20170101,2.80094797478115,1.0
5_Sheridan,20170101,3.0035275282880627,1.0
5_Graham,20170101,3.156058932852103,1.0
5_Logan,20170101,3.1515028615204366,1.0
7_Rawlins,20170101,3.0131668097023367,1.0
7_Decatur,20170101,2.879019618440253,0.9737292045485386
7_Gove,20170101,3.0915590145019354,1.0
7_Thomas,20170101,2.80094797478115,1.0
7_Sheridan,20170101,3.0035275282880627,1.0
7_Graham,20170101,3.156058932852103,1.0
7_Logan,20170101,3.1515028615204366,1.0
2_Cheyenne,20170105,1.0181280321855404,0.0
2_Rawlins,20170105,1.159560052396224,0.0
2_Decatur,20170105,0.9752742798465114,0.0
2_Sherman,20170105,1.5788476205884387,0.06710700132100396
2_Gove,20170105,2.204067781271917,0.23566084788029945
2_Thomas,20170105,1.3797342042001182,0.020700636942675165
2_Sheridan,20170105,1.1285648386834177,0.0019267822736030837
2_Graham,20170105,1.4977509629110892,0.024286783664642785
2_Wallace,20170105,1.9261142448558037,0.22429504814305373
2_Logan,20170105,2.4101662836284983,0.14671052631578954
4_Cheyenne,20170105,1.0181280321855404,0.0
4_Rawlins,20170105,1.159560052396224,0.0
